Spółka,Rok,Data publikacji,Przychody ze sprzedaży,Techniczny koszt wytworzenia produkcji sprzedanej,Koszty sprzedaży,Koszty ogólnego zarządu,Zysk ze sprzedaży,Pozostałe przychody operacyjne,Pozostałe koszty operacyjne,Zysk operacyjny (EBIT),Przychody finansowe,Koszty finansowe,Pozostałe przychody (koszty),Zysk z działalności gospodarczej,Wynik zdarzeń nadzwyczajnych,Zysk przed opodatkowaniem,Zysk (strata) netto z działalności zaniechanej,Zysk netto,Zysk netto akcjonariuszy jednostki dominującej,EBITDA,Przychody odsetkowe,Koszty odsetkowe,Wynik z tytułu odsetek,Przychody prowizyjne,Koszty prowizyjne,Wynik z tytułu prowizji,Przychody z tytułu dywidend,Wynik handlowy i rewaluacja,Wynik na pozostałych instrumentach finansowych,Odpisy netto z tytułu utraty wartości kredytów,Ogólne koszty administracyjne,Wynik operacyjny,Udział w zyskach jednostek podporządkowanych
MLK,2016,,649257.0,555849.0,57861.0,57490.0,-21943.0,-2367.0,0.0,-24310.0,80.0,138215.0,-22.0,-162467.0,0.0,-162467.0,0.0,-172120.0,-171669.0,21164.0,,,,,,,,,,,,,
MLK,2017,,585640.0,486823.0,48266.0,50902.0,-350.0,2803.0,0.0,2452.0,4713.0,37371.0,0.0,-30206.0,0.0,-30206.0,0.0,-30639.0,-31999.0,45667.0,,,,,,,,,,,,,
MLK,2018,,570159.0,486283.0,49325.0,55001.0,-20451.0,-23074.0,0.0,-43525.0,976.0,44178.0,0.0,-86727.0,0.0,-86727.0,0.0,-86366.0,-86138.0,529.0,,,,,,,,,,,,,
MLK,2019,,535553.0,465484.0,43824.0,50199.0,-23954.0,-63081.0,0.0,-87035.0,74298.0,35780.0,0.0,-48517.0,0.0,-48517.0,0.0,-49309.0,-49309.0,-54849.0,,,,,,,,,,,,,
MLK,2020,,,,,,0.0,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,
MLK,O4K,,-64501.0,-61097.0,-5167.0,-7149.0,8912.0,-38271.0,0.0,-29359.0,10062.0,-13018.0,-13.0,-6292.0,0.0,-6292.0,0.0,-6280.0,-14851.0,-30368.0,,,,,,,,,,,,,
MLP-GROUP,2010,,67899.0,28394.0,0.0,0.0,39505.0,64948.0,5359.0,99094.0,19977.0,18068.0,0.0,101003.0,0.0,101003.0,0.0,80971.0,80971.0,99279.0,,,,,,,,,,,,,
MLP-GROUP,2011,,74268.0,30153.0,0.0,0.0,44115.0,35248.0,4322.0,75041.0,1634.0,60333.0,0.0,16342.0,0.0,16342.0,0.0,9706.0,9706.0,75425.0,,,,,,,,,,,,,
MLP-GROUP,2012,,86055.0,33332.0,0.0,0.0,52723.0,21112.0,901.0,72934.0,21668.0,22353.0,0.0,72249.0,0.0,72249.0,0.0,56957.0,56957.0,73456.0,,,,,,,,,,,,,
MLP-GROUP,2013,,92082.0,39892.0,0.0,0.0,52190.0,67650.0,1562.0,118278.0,2256.0,62561.0,0.0,57973.0,0.0,57973.0,0.0,56608.0,56608.0,118409.0,,,,,,,,,,,,,
MLP-GROUP,2014,,102786.0,40444.0,0.0,0.0,62342.0,48065.0,4165.0,106242.0,4404.0,35137.0,0.0,75509.0,0.0,75509.0,0.0,54769.0,54769.0,106420.0,,,,,,,,,,,,,
MLP-GROUP,2015,,102091.0,42907.0,0.0,0.0,59184.0,23352.0,1001.0,81535.0,7132.0,38705.0,0.0,49962.0,0.0,49962.0,0.0,74628.0,74628.0,81727.0,,,,,,,,,,,,,
MLP-GROUP,2016,,101033.0,54675.0,0.0,0.0,46358.0,59580.0,3586.0,102352.0,4826.0,20079.0,0.0,87099.0,0.0,87099.0,0.0,66415.0,66415.0,102582.0,,,,,,,,,,,,,
MLP-GROUP,2017,,100311.0,52533.0,0.0,0.0,47778.0,8860.0,1482.0,55156.0,16662.0,15591.0,0.0,56227.0,0.0,56227.0,0.0,47287.0,47287.0,55418.0,,,,,,,,,,,,,
MLP-GROUP,2018,,141502.0,78919.0,0.0,0.0,62583.0,90993.0,2486.0,151090.0,1196.0,30602.0,0.0,121684.0,0.0,121684.0,0.0,92391.0,92391.0,151430.0,,,,,,,,,,,,,
MLP-GROUP,2019,,140032.0,77726.0,0.0,0.0,62306.0,122114.0,4405.0,180015.0,10310.0,27108.0,0.0,163217.0,0.0,163217.0,0.0,129369.0,129369.0,180945.0,,,,,,,,,,,,,
MLP-GROUP,2020,,190695.0,108142.0,0.0,0.0,82553.0,216292.0,1006.0,297839.0,1808.0,89540.0,0.0,210107.0,0.0,210107.0,0.0,170369.0,170369.0,298534.0,,,,,,,,,,,,,
MLP-GROUP,2021,,200588.0,108331.0,0.0,0.0,92257.0,542783.0,2786.0,632254.0,3120.0,35919.0,0.0,599455.0,0.0,599455.0,0.0,480470.0,480470.0,632406.0,,,,,,,,,,,,,
MLP-GROUP,2022,,279073.0,136645.0,0.0,0.0,142428.0,458606.0,10818.0,590216.0,755.0,61879.0,0.0,529092.0,0.0,529092.0,0.0,422390.0,422390.0,590641.0,,,,,,,,,,,,,
MLP-GROUP,2023,,360760.0,136254.0,0.0,35233.0,189273.0,-255540.0,13400.0,-79667.0,100473.0,81632.0,0.0,-60826.0,0.0,-60826.0,0.0,-52058.0,-52058.0,-78989.0,,,,,,,,,,,,,
MLP-GROUP,2024,,372421.0,143829.0,0.0,46690.0,181902.0,364693.0,3599.0,542996.0,40003.0,128460.0,0.0,454539.0,0.0,454539.0,0.0,372187.0,372187.0,544909.0,,,,,,,,,,,,,
MLP-GROUP,O4K,,385404.0,148381.0,0.0,47691.0,189332.0,282213.0,4673.0,466872.0,56734.0,141099.0,0.0,382507.0,0.0,382507.0,0.0,313253.0,313253.0,469250.0,,,,,,,,,,,,,
MLS,2014,,49642.0,47579.0,0.0,0.0,2063.0,10053.0,9527.0,2589.0,9.0,582.0,0.0,2016.0,0.0,2016.0,0.0,2016.0,2016.0,4584.0,,,,,,,,,,,,,
MLS,2015,,50731.0,38230.0,0.0,0.0,12501.0,3083.0,1026.0,14558.0,49.0,754.0,0.0,13853.0,0.0,13853.0,0.0,13853.0,13853.0,18008.0,,,,,,,,,,,,,
MLS,2016,,34550.0,22293.0,30.0,11345.0,882.0,6924.0,4984.0,2822.0,7.0,691.0,0.0,2138.0,0.0,2138.0,0.0,2138.0,2138.0,7720.0,,,,,,,,,,,,,
MLS,2017,,54348.0,40773.0,224.0,7298.0,6053.0,8118.0,6896.0,7275.0,54.0,1256.0,0.0,6073.0,0.0,6073.0,0.0,6072.0,6072.0,13808.0,,,,,,,,,,,,,
MLS,2018,,123287.0,107348.0,102.0,10735.0,5102.0,8587.0,6488.0,7201.0,35.0,1550.0,0.0,5686.0,0.0,5686.0,0.0,5652.0,5652.0,14563.0,,,,,,,,,,,,,
MLS,2019,,93378.0,81435.0,620.0,14746.0,-3423.0,19706.0,11167.0,5116.0,20.0,1622.0,0.0,3514.0,0.0,3514.0,0.0,3465.0,3465.0,14039.0,,,,,,,,,,,,,
MLS,2020,,127274.0,96585.0,1989.0,20985.0,7715.0,9140.0,5313.0,11542.0,110.0,1393.0,0.0,10259.0,0.0,10259.0,0.0,10175.0,10175.0,22146.0,,,,,,,,,,,,,
MLS,2021,,188805.0,162221.0,5945.0,24021.0,-3382.0,20116.0,12322.0,4412.0,169.0,1407.0,0.0,3174.0,0.0,3174.0,0.0,1746.0,1746.0,24373.0,,,,,,,,,,,,,
MLS,2022,,281664.0,244639.0,8862.0,21740.0,6423.0,30310.0,29640.0,7093.0,336.0,6539.0,0.0,890.0,0.0,890.0,0.0,215.0,215.0,36505.0,,,,,,,,,,,,,
MLS,2023,,189322.0,169549.0,7907.0,27164.0,-15298.0,20036.0,13798.0,-9060.0,1775.0,7457.0,0.0,-14742.0,0.0,-14742.0,0.0,-15352.0,-15352.0,13542.0,,,,,,,,,,,,,
MLS,2024,,162288.0,147454.0,10857.0,38633.0,-34656.0,21127.0,18889.0,-32418.0,1196.0,10433.0,0.0,-41655.0,0.0,-41655.0,0.0,-40795.0,-40795.0,-5177.0,,,,,,,,,,,,,
MLS,O4K,,140497.0,138542.0,10326.0,39414.0,-47785.0,15184.0,19980.0,-52581.0,-185.0,10229.0,0.0,-62995.0,0.0,-62995.0,0.0,-64015.0,-64015.0,-26487.0,,,,,,,,,,,,,
MOC,2015,,705.0,1400.0,0.0,0.0,-695.0,301.0,399.0,-793.0,275.0,41.0,0.0,-559.0,0.0,-559.0,0.0,-559.0,-559.0,-752.0,,,,,,,,,,,,,
MOC,2016,,1293.0,2254.0,0.0,0.0,-961.0,326.0,1889.0,-2524.0,134.0,34.0,0.0,-2424.0,0.0,-2424.0,0.0,-2424.0,-2424.0,-2453.0,,,,,,,,,,,,,
MOC,2017,,1327.0,3701.0,0.0,0.0,-2374.0,145.0,347.0,-2576.0,210.0,38.0,0.0,-2404.0,0.0,-2404.0,0.0,-2404.0,-2404.0,-2509.0,,,,,,,,,,,,,
MOC,2018,,1382.0,4455.0,0.0,0.0,-3073.0,27.0,2074.0,-5120.0,706.0,34.0,0.0,-4448.0,0.0,-4448.0,0.0,-4449.0,-4449.0,-5054.0,,,,,,,,,,,,,
MOC,2019,,2015.0,6217.0,0.0,0.0,-4202.0,20.0,645.0,-4827.0,673.0,12.0,0.0,-4166.0,0.0,-4166.0,0.0,-4166.0,-4166.0,-4588.0,,,,,,,,,,,,,
MOC,2020,,124910.0,50989.0,0.0,0.0,73921.0,4.0,221.0,73704.0,890.0,940.0,0.0,73654.0,0.0,73654.0,0.0,64275.0,64275.0,73922.0,,,,,,,,,,,,,
MOC,2021,,1168.0,14929.0,0.0,0.0,-13761.0,292.0,295.0,-13764.0,787.0,659.0,0.0,-13636.0,0.0,-13636.0,0.0,-13636.0,-13636.0,-13464.0,,,,,,,,,,,,,
MOC,2022,,1613.0,17336.0,0.0,0.0,-15723.0,25.0,1289.0,-16987.0,1911.0,188.0,0.0,-15264.0,0.0,-15264.0,0.0,-15264.0,-15264.0,-15674.0,,,,,,,,,,,,,
MOC,2023,,3653.0,34954.0,0.0,0.0,-31301.0,20.0,898.0,-32179.0,4390.0,583.0,0.0,-28372.0,0.0,-28372.0,0.0,-28373.0,-28373.0,-29353.0,,,,,,,,,,,,,
MOC,2024,,2174.0,34354.0,0.0,0.0,-32180.0,760.0,882.0,-32302.0,1125.0,111.0,0.0,-31288.0,0.0,-31288.0,0.0,-31288.0,-31288.0,-28482.0,,,,,,,,,,,,,
MOC,O4K,,2744.0,33189.0,0.0,0.0,-30445.0,762.0,908.0,-30591.0,1091.0,134.0,0.0,-29634.0,0.0,-29634.0,0.0,-29634.0,-29634.0,-26728.0,,,,,,,,,,,,,
MOL-MAGYAR-OLAJ,2004,,32734470.0,28602564.0,0.0,0.0,4131906.0,0.0,0.0,4131906.0,605651.0,520078.0,132551.0,4350030.0,0.0,4350030.0,0.0,3556268.0,3463490.0,5933985.0,,,,,,,,,,,,,
MOL-MAGYAR-OLAJ,2005,,37846294.0,33188423.0,0.0,0.0,4657871.0,0.0,0.0,4657871.0,129040.0,621058.0,74649.0,4240502.0,0.0,4240502.0,0.0,3794385.0,3747261.0,6547421.0,,,,,,,,,,,,,
MOL-MAGYAR-OLAJ,2006,,45569098.0,39527858.0,0.0,0.0,6041240.0,0.0,0.0,6041240.0,231998.0,805098.0,78964.0,5547103.0,0.0,5547103.0,0.0,5159670.0,5037584.0,8099974.0,,,,,,,,,,,,,
MOL-MAGYAR-OLAJ,2007,,37899999.0,32851828.0,0.0,0.0,5048171.0,,,5048171.0,313763.0,549015.0,75516.0,4888435.0,0.0,4888435.0,0.0,3726123.0,3660703.0,7043811.0,,,,,,,,,,,,,
MOL-MAGYAR-OLAJ,2008,,56165082.0,53017342.0,0.0,0.0,3147739.0,0.0,0.0,3147739.0,1812924.0,2066924.0,-398002.0,2495736.0,0.0,2495736.0,0.0,2231339.0,2234404.0,5547886.0,,,,,,,,,,,,,
MOL-MAGYAR-OLAJ,2009,,51174418.0,47642257.0,0.0,0.0,3532161.0,0.0,0.0,3532161.0,249098.0,1166311.0,-25293.0,2589654.0,0.0,2589654.0,0.0,1371663.0,1760099.0,6680689.0,,,,,,,,,,,,,
MOL-MAGYAR-OLAJ,2010,,61041668.0,52689753.0,0.0,0.0,8351915.0,366914.0,5324205.0,3394624.0,367382.0,1489992.0,170585.0,2442599.0,0.0,2442599.0,0.0,1543781.0,1476204.0,7357403.0,,,,,,,,,,,,,
MOL-MAGYAR-OLAJ,2011,,75873923.0,67194386.0,0.0,0.0,8679537.0,330164.0,5414517.0,3595184.0,1138102.0,1917000.0,284937.0,3101223.0,0.0,3101223.0,0.0,2630834.0,2185735.0,8562912.0,,,,,,,,,,,,,
MOL-MAGYAR-OLAJ,2012,,77312424.0,69460552.0,0.0,0.0,7851872.0,420350.0,5186328.0,3085894.0,374528.0,1033746.0,457548.0,2884224.0,0.0,2884224.0,0.0,2186310.0,2123240.0,7557144.0,,,,,,,,,,,,,
MOL-MAGYAR-OLAJ,2013,,75605838.0,72814196.0,0.0,0.0,2791642.0,1059744.0,4112178.0,-260792.0,411390.0,1228206.0,280868.0,-796740.0,0.0,-796740.0,0.0,-271740.0,300188.0,7286524.0,,,,,,,,,,,,,
MOL-MAGYAR-OLAJ,2014,,65736819.0,61648695.0,0.0,0.0,4088124.0,348273.0,3884760.0,551637.0,477455.0,1876541.0,254367.0,-593082.0,0.0,-593082.0,0.0,-671504.0,55053.0,5522121.0,,,,,,,,,,,,,
MOL-MAGYAR-OLAJ,2015,,55795061.0,56403144.0,0.0,0.0,-608083.0,1183200.0,3512690.0,-2937573.0,268899.0,1531986.0,78513.0,-4122146.0,0.0,-4122146.0,0.0,-4419402.0,-3489134.0,8805538.0,,,,,,,,,,,,,
MOL-MAGYAR-OLAJ,2016,,50452671.0,43296283.0,0.0,0.0,7156388.0,359487.0,3143624.0,4372251.0,702928.0,1409407.0,204338.0,3870111.0,0.0,3870111.0,0.0,3573501.0,3741657.0,8852110.0,,,,,,,,,,,,,
MOL-MAGYAR-OLAJ,2017,,55346288.0,47810490.0,0.0,0.0,7535798.0,342276.0,3129557.0,4748518.0,832086.0,921505.0,240450.0,4899549.0,0.0,4899549.0,0.0,4239894.0,4113157.0,9012612.0,,,,,,,,,,,,,
MOL-MAGYAR-OLAJ,2018,,69260151.0,61661936.0,0.0,0.0,7598215.0,562411.0,3432088.0,4728538.0,1284042.0,1773664.0,201188.0,4440103.0,0.0,4440103.0,0.0,4096085.0,4036040.0,10242947.0,,,,,,,,,,,,,
MOL-MAGYAR-OLAJ,2019,,67940882.0,60676092.0,0.0,0.0,7264790.0,393076.0,3864505.0,3793361.0,1338891.0,1563325.0,-12410.0,3556517.0,0.0,3556517.0,0.0,2946115.0,2879461.0,8837390.0,,,,,,,,,,,,,
MOL-MAGYAR-OLAJ,2020,,50538877.0,47263772.0,0.0,0.0,3275105.0,701656.0,3127950.0,848812.0,2127195.0,3519848.0,31563.0,-512278.0,0.0,-512278.0,0.0,-651584.0,-201083.0,7300301.0,,,,,,,,,,,,,
MOL-MAGYAR-OLAJ,2021,,74491338.0,62247538.0,0.0,0.0,12243800.0,409638.0,4992375.0,7661063.0,1337475.0,1865850.0,268938.0,7401625.0,0.0,7401625.0,0.0,6869888.0,6576688.0,14004025.0,,,,,,,,,,,,,
MOL-MAGYAR-OLAJ,2022,,115457507.0,93832865.0,0.0,0.0,21624642.0,511477.0,7404509.0,14731610.0,1919736.0,2789420.0,-344986.0,13516940.0,0.0,13516940.0,2612575.0,10673302.0,9963603.0,20093042.0,,,,,,,,,,,,,
MOL-MAGYAR-OLAJ,2023,,101556889.0,86821420.0,0.0,0.0,14735469.0,655922.0,7667036.0,7724355.0,2225018.0,2082221.0,15014.0,7882165.0,0.0,7882165.0,-5119.0,6468987.0,6041065.0,13101553.0,,,,,,,,,,,,,
MOL-MAGYAR-OLAJ,2024,,95458241.0,83570802.0,0.0,0.0,11887439.0,726305.0,6531075.0,6082669.0,923520.0,1619446.0,253209.0,5639951.0,0.0,5639951.0,-425287.0,3700424.0,3403556.0,11349666.0,,,,,,,,,,,,,
MOL-MAGYAR-OLAJ,O4K,,98930585.0,86894882.0,0.0,0.0,12035703.0,672026.0,6093697.0,6614032.0,1070885.0,1524779.0,403549.0,6563688.0,0.0,6563688.0,-453080.0,4426047.0,4091835.0,12248725.0,,,,,,,,,,,,,
MONNARI-TRADE,2006,,91676.0,38542.0,29396.0,7325.0,16413.0,1057.0,2307.0,15163.0,231.0,1534.0,0.0,13860.0,0.0,13860.0,0.0,11145.0,11145.0,16580.0,,,,,,,,,,,,,
MONNARI-TRADE,2007,,151629.0,62069.0,63306.0,11791.0,14463.0,2109.0,1422.0,15150.0,1478.0,1898.0,5398.0,20128.0,0.0,20128.0,0.0,15925.0,15925.0,18260.0,,,,,,,,,,,,,
MONNARI-TRADE,2008,,234172.0,107661.0,93102.0,14873.0,18536.0,1293.0,9798.0,10031.0,2174.0,39056.0,0.0,-26851.0,0.0,-26851.0,0.0,-29866.0,-29866.0,15482.0,,,,,,,,,,,,,
MONNARI-TRADE,2009,,162738.0,87659.0,90530.0,12781.0,-28232.0,3560.0,56146.0,-80818.0,1208.0,8988.0,-26298.0,-114896.0,0.0,-114896.0,0.0,-114572.0,-114572.0,-74399.0,,,,,,,,,,,,,
MONNARI-TRADE,2010,,121372.0,60531.0,47992.0,7135.0,5714.0,2399.0,6564.0,1549.0,955.0,2206.0,10545.0,10843.0,73260.0,84103.0,0.0,84103.0,84103.0,4916.0,,,,,,,,,,,,,
MONNARI-TRADE,2011,,111205.0,55201.0,48961.0,9263.0,-2220.0,3514.0,6239.0,-4945.0,1377.0,1483.0,-2567.0,-7618.0,0.0,-7618.0,0.0,-4986.0,-4986.0,-1858.0,,,,,,,,,,,,,
MONNARI-TRADE,2012,,131783.0,62565.0,50706.0,9352.0,9160.0,2496.0,3261.0,8395.0,-863.0,0.0,666.0,8198.0,0.0,8198.0,0.0,8233.0,8233.0,11073.0,,,,,,,,,,,,,
MONNARI-TRADE,2013,,145552.0,63832.0,56533.0,10256.0,14931.0,3696.0,2609.0,16018.0,-332.0,0.0,1329.0,17015.0,0.0,17015.0,0.0,17017.0,17017.0,18447.0,,,,,,,,,,,,,
MONNARI-TRADE,2014,,175185.0,69805.0,70610.0,6001.0,28769.0,2468.0,1537.0,29700.0,1754.0,25.0,832.0,32261.0,0.0,32261.0,0.0,30359.0,30359.0,32917.0,,,,,,,,,,,,,
MONNARI-TRADE,2015,,213696.0,96505.0,80044.0,7463.0,29684.0,2724.0,1122.0,31286.0,1786.0,2297.0,10.0,30785.0,0.0,30785.0,0.0,46307.0,46307.0,34770.0,,,,,,,,,,,,,
MONNARI-TRADE,2016,,231773.0,105450.0,95583.0,8424.0,22316.0,1301.0,2036.0,21581.0,3206.0,217.0,14068.0,38638.0,0.0,38638.0,0.0,35815.0,35815.0,25620.0,,,,,,,,,,,,,
MONNARI-TRADE,2017,,247441.0,110430.0,107541.0,6949.0,22521.0,1636.0,2980.0,21177.0,401.0,2093.0,7479.0,26964.0,0.0,26964.0,0.0,21728.0,21728.0,25761.0,,,,,,,,,,,,,
MONNARI-TRADE,2018,,246295.0,101891.0,112653.0,9114.0,22637.0,3036.0,4828.0,20845.0,790.0,421.0,15416.0,36630.0,0.0,36630.0,0.0,17365.0,17365.0,25033.0,,,,,,,,,,,,,
MONNARI-TRADE,2019,,282201.0,121097.0,132356.0,13353.0,15395.0,3624.0,5768.0,13251.0,715.0,962.0,1197.0,14201.0,0.0,14201.0,0.0,11761.0,12318.0,35096.0,,,,,,,,,,,,,
MONNARI-TRADE,2020,,209408.0,96225.0,107823.0,11682.0,-6322.0,7057.0,28864.0,-28129.0,1094.0,3228.0,-534.0,-30797.0,0.0,-30797.0,0.0,-30439.0,-30635.0,-9098.0,,,,,,,,,,,,,
MONNARI-TRADE,2021,,231600.0,104907.0,99118.0,15958.0,11617.0,19552.0,13544.0,17625.0,245.0,2105.0,3819.0,19584.0,0.0,19584.0,0.0,18480.0,18285.0,28891.0,,,,,,,,,,,,,
MONNARI-TRADE,2022,,287730.0,123022.0,125829.0,18367.0,20512.0,23632.0,16010.0,28134.0,845.0,2999.0,41195.0,67175.0,0.0,67175.0,0.0,57443.0,57443.0,36065.0,,,,,,,,,,,,,
MONNARI-TRADE,2023,,309628.0,121182.0,145586.0,19652.0,23208.0,4488.0,8414.0,19282.0,4200.0,991.0,164.0,22655.0,0.0,22655.0,0.0,18373.0,18373.0,28680.0,,,,,,,,,,,,,
MONNARI-TRADE,2024,,314833.0,120039.0,155373.0,16725.0,22696.0,12197.0,17253.0,17640.0,4891.0,1245.0,3729.0,25015.0,0.0,25015.0,0.0,21543.0,21939.0,26319.0,,,,,,,,,,,,,
MONNARI-TRADE,O4K,,320988.0,123800.0,159875.0,15866.0,21447.0,12953.0,16023.0,18377.0,3552.0,958.0,3850.0,24821.0,0.0,24821.0,0.0,20977.0,21604.0,26818.0,,,,,,,,,,,,,
MOSTOSTAL-PLOCK,2004,,118597.0,106846.0,0.0,5334.0,6417.0,661.0,1213.0,5865.0,2410.0,2031.0,0.0,6244.0,0.0,6244.0,0.0,5905.0,5905.0,7379.0,,,,,,,,,,,,,
MOSTOSTAL-PLOCK,2005,,91211.0,87011.0,0.0,5455.0,-1255.0,1000.0,613.0,-868.0,2462.0,931.0,0.0,663.0,0.0,663.0,0.0,950.0,950.0,594.0,,,,,,,,,,,,,
MOSTOSTAL-PLOCK,2006,,92840.0,83785.0,0.0,5337.0,3718.0,341.0,639.0,3420.0,902.0,387.0,0.0,3935.0,0.0,3935.0,0.0,3420.0,3420.0,4522.0,,,,,,,,,,,,,
MOSTOSTAL-PLOCK,2007,,124071.0,104739.0,0.0,5459.0,13873.0,660.0,1240.0,13293.0,938.0,6.0,0.0,14225.0,0.0,14225.0,0.0,13489.0,13489.0,14466.0,,,,,,,,,,,,,
MOSTOSTAL-PLOCK,2008,,184279.0,156061.0,0.0,6905.0,21313.0,395.0,980.0,20728.0,1512.0,83.0,0.0,22157.0,0.0,22157.0,0.0,14021.0,14021.0,22344.0,,,,,,,,,,,,,
MOSTOSTAL-PLOCK,2009,,161075.0,136912.0,0.0,8572.0,15591.0,380.0,1256.0,14715.0,5032.0,295.0,0.0,19452.0,0.0,19452.0,0.0,20506.0,20506.0,17820.0,,,,,,,,,,,,,
MOSTOSTAL-PLOCK,2010,,141268.0,123732.0,0.0,7274.0,10262.0,698.0,1453.0,9507.0,938.0,2218.0,0.0,8227.0,0.0,8227.0,0.0,2632.0,2632.0,11998.0,,,,,,,,,,,,,
MOSTOSTAL-PLOCK,2011,,97860.0,110678.0,0.0,4554.0,-17372.0,5589.0,442.0,-12225.0,2752.0,449.0,0.0,-9922.0,0.0,-9922.0,0.0,-8397.0,-8397.0,-9713.0,,,,,,,,,,,,,
MOSTOSTAL-PLOCK,2012,,144902.0,136036.0,0.0,4935.0,3931.0,929.0,1364.0,3496.0,594.0,975.0,0.0,3115.0,0.0,3115.0,0.0,2578.0,2578.0,5758.0,,,,,,,,,,,,,
MOSTOSTAL-PLOCK,2013,,76197.0,85645.0,0.0,4594.0,-14042.0,861.0,649.0,-13830.0,403.0,399.0,0.0,-13826.0,0.0,-13826.0,0.0,-13700.0,-13700.0,-11699.0,,,,,,,,,,,,,
MOSTOSTAL-PLOCK,2014,,120036.0,112051.0,0.0,4858.0,3127.0,949.0,1026.0,3050.0,492.0,309.0,0.0,3233.0,0.0,3233.0,0.0,3039.0,3039.0,5027.0,,,,,,,,,,,,,
MOSTOSTAL-PLOCK,2015,,94804.0,91175.0,0.0,3915.0,-286.0,777.0,196.0,295.0,460.0,146.0,0.0,609.0,0.0,609.0,0.0,460.0,460.0,1780.0,,,,,,,,,,,,,
MOSTOSTAL-PLOCK,2016,,109703.0,108465.0,0.0,5833.0,-4595.0,202.0,419.0,-4812.0,107.0,270.0,0.0,-4975.0,0.0,-4975.0,0.0,-4975.0,-4975.0,-3467.0,,,,,,,,,,,,,
MOSTOSTAL-PLOCK,2017,,104064.0,106818.0,0.0,6020.0,-8774.0,602.0,666.0,-8838.0,43.0,424.0,0.0,-9219.0,0.0,-9219.0,0.0,-9997.0,-9997.0,-7535.0,,,,,,,,,,,,,
MOSTOSTAL-PLOCK,2018,,100634.0,99233.0,0.0,6375.0,-4974.0,1277.0,902.0,-4599.0,62.0,684.0,0.0,-5221.0,0.0,-5221.0,0.0,-6668.0,-6668.0,-3162.0,,,,,,,,,,,,,
MOSTOSTAL-PLOCK,2019,,114204.0,100403.0,0.0,7219.0,6582.0,824.0,1711.0,5695.0,30.0,453.0,0.0,5272.0,0.0,5272.0,0.0,5146.0,5146.0,7145.0,,,,,,,,,,,,,
MOSTOSTAL-PLOCK,2020,,96829.0,83391.0,0.0,5865.0,7573.0,715.0,2437.0,5851.0,77.0,181.0,0.0,5747.0,0.0,5747.0,0.0,4470.0,4470.0,7971.0,,,,,,,,,,,,,
MOSTOSTAL-PLOCK,2021,,178182.0,146642.0,0.0,6231.0,25309.0,399.0,4257.0,21451.0,285.0,453.0,0.0,21283.0,0.0,21283.0,0.0,19247.0,19247.0,23870.0,,,,,,,,,,,,,
MOSTOSTAL-PLOCK,2022,,156518.0,146352.0,0.0,6248.0,3918.0,673.0,484.0,4107.0,708.0,1085.0,0.0,3730.0,0.0,3730.0,0.0,2762.0,2762.0,7420.0,,,,,,,,,,,,,
MOSTOSTAL-PLOCK,2023,,114083.0,120297.0,0.0,6849.0,-13063.0,902.0,164.0,-12325.0,699.0,1206.0,0.0,-12832.0,0.0,-12832.0,0.0,-11703.0,-11703.0,-9445.0,,,,,,,,,,,,,
MOSTOSTAL-PLOCK,2024,,114132.0,115308.0,0.0,6997.0,-8173.0,4052.0,974.0,-5095.0,666.0,2095.0,0.0,-6524.0,0.0,-6524.0,0.0,-6355.0,-6355.0,-2531.0,,,,,,,,,,,,,
MOSTOSTAL-PLOCK,O4K,,134950.0,131143.0,0.0,7126.0,-3319.0,4528.0,1273.0,-64.0,392.0,2436.0,0.0,-2108.0,0.0,-2108.0,0.0,-2151.0,-2151.0,2394.0,,,,,,,,,,,,,
MOSTOSTAL-WARSZAWA,2004,,680839.0,665678.0,2246.0,48583.0,-35668.0,27935.0,40999.0,-48732.0,38864.0,31563.0,1036.0,-40395.0,0.0,-40395.0,0.0,-41846.0,-46846.0,-33383.0,,,,,,,,,,,,,
MOSTOSTAL-WARSZAWA,2005,,836437.0,787737.0,1527.0,50534.0,-3361.0,24631.0,28439.0,-7169.0,2315.0,14488.0,384.0,-18958.0,0.0,-18958.0,0.0,-29836.0,-29256.0,10818.0,,,,,,,,,,,,,
MOSTOSTAL-WARSZAWA,2006,,1188132.0,1123113.0,773.0,54519.0,9727.0,36033.0,24578.0,21182.0,6251.0,8248.0,349.0,19534.0,0.0,19534.0,0.0,18052.0,16988.0,40615.0,,,,,,,,,,,,,
MOSTOSTAL-WARSZAWA,2007,,1928422.0,1822225.0,761.0,59240.0,46196.0,37284.0,24599.0,58881.0,13898.0,10440.0,0.0,62339.0,0.0,62339.0,0.0,58618.0,52947.0,78467.0,,,,,,,,,,,,,
MOSTOSTAL-WARSZAWA,2008,,2211282.0,1994002.0,1132.0,74760.0,141388.0,37667.0,57197.0,121858.0,27719.0,30110.0,0.0,119467.0,0.0,119467.0,0.0,92294.0,81111.0,144638.0,,,,,,,,,,,,,
MOSTOSTAL-WARSZAWA,2009,,2712141.0,2399921.0,2234.0,89868.0,220118.0,38660.0,77548.0,181230.0,26916.0,38655.0,0.0,169491.0,0.0,169491.0,0.0,126000.0,117309.0,209109.0,,,,,,,,,,,,,
