Spółka,Rok,Przychody ze sprzedaży,Zysk netto,Zysk operacyjny (EBIT),EBITDA,Aktywa trwałe,Aktywa obrotowe,Aktywa razem,Kapitał własny akcjonariuszy jednostki dominującej,Zobowiązania długoterminowe,Zobowiązania krótkoterminowe,Pasywa razem,Przepływy pieniężne z działalności operacyjnej,Przepływy pieniężne z działalności inwestycyjnej,Przepływy pieniężne razem,Lata raportu
MOL-MAGYAR-OLAJ,2016,50452671.0,3573501.0,4372251.0,8852110.0,40713956.0,17559805.0,58273761.0,21187422.0,13045270.0,19645402.0,58273761.0,7375267.0,-4358946.0,1228811.0,8
MOL-MAGYAR-OLAJ,2017,55346288.0,4239894.0,4748518.0,9012612.0,38747159.0,17957621.0,56704780.0,23328784.0,13482370.0,15675079.0,56704780.0,7499926.0,-3419948.0,-210420.0,7
MOL-MAGYAR-OLAJ,2018,69260151.0,4096085.0,4728538.0,10242947.0,40417026.0,21378159.0,61795185.0,26725710.0,12176540.0,18665369.0,61795185.0,7987177.0,-4031645.0,2452388.0,6
MOL-MAGYAR-OLAJ,2019,67940882.0,2946115.0,3793361.0,8837390.0,44529226.0,21677276.0,66206502.0,27752867.0,15704550.0,18879292.0,66206502.0,9084709.0,-9311555.0,-930077.0,5
MOL-MAGYAR-OLAJ,2020,50538877.0,-651584.0,848812.0,7300301.0,53054971.0,16337160.0,69392131.0,27916371.0,20727932.0,17333039.0,69392131.0,7217129.0,-9974651.0,-2474816.0,4
MOL-MAGYAR-OLAJ,2021,74491338.0,6869888.0,7661063.0,14004025.0,56330075.0,24848163.0,81178238.0,34465738.0,22079725.0,20866713.0,81178238.0,11475825.0,-6019613.0,2049650.0,3
MOL-MAGYAR-OLAJ,2022,115457507.0,10673302.0,14731610.0,20093042.0,59745769.0,33476309.0,93222078.0,42510382.0,16652271.0,29627816.0,93222078.0,16248328.0,-9997592.0,1813442.0,2
MOL-MAGYAR-OLAJ,2023,101556889.0,6468987.0,7724355.0,13101553.0,59994985.0,27820640.0,87815625.0,43741640.0,18957003.0,21009265.0,87815625.0,8595782.0,-5516950.0,-1418878.0,1
MOL-MAGYAR-OLAJ,2024,95458241.0,3700424.0,6082669.0,11349666.0,61499724.0,26629886.0,88129610.0,44133242.0,19773676.0,19901211.0,88129610.0,8533200.0,-5329230.0,-231244.0,0
MONNARI-TRADE,2006,91676.0,11145.0,15163.0,16580.0,27230.0,28382.0,55612.0,27446.0,192.0,27885.0,55612.0,12719.0,-13607.0,2634.0,18
MONNARI-TRADE,2007,151629.0,15925.0,15150.0,18260.0,73557.0,68846.0,142403.0,95572.0,14265.0,32273.0,142403.0,-8616.0,-39658.0,2385.0,17
MONNARI-TRADE,2008,234172.0,-29866.0,10031.0,15482.0,119785.0,73744.0,193529.0,63252.0,52131.0,77873.0,193529.0,13728.0,-81428.0,-1523.0,16
MONNARI-TRADE,2009,162738.0,-114572.0,-80818.0,-74399.0,33300.0,83649.0,116949.0,-51323.0,766.0,167362.0,116949.0,6697.0,-8015.0,14887.0,15
MONNARI-TRADE,2010,121372.0,84103.0,1549.0,4916.0,29324.0,102746.0,132070.0,58350.0,29191.0,44529.0,132070.0,1677.0,2756.0,2397.0,14
MONNARI-TRADE,2011,111205.0,-4986.0,-4945.0,-1858.0,25686.0,75787.0,101473.0,63229.0,24495.0,13749.0,101473.0,2769.0,16866.0,4220.0,13
MONNARI-TRADE,2012,131783.0,8233.0,8395.0,11073.0,22069.0,87918.0,109987.0,71462.0,1049.0,37476.0,109987.0,9924.0,-4160.0,3357.0,12
MONNARI-TRADE,2013,145552.0,17017.0,16018.0,18447.0,17777.0,84228.0,102005.0,88478.0,50.0,13477.0,102005.0,21498.0,5276.0,822.0,11
MONNARI-TRADE,2014,175185.0,30359.0,29700.0,32917.0,43312.0,96057.0,139369.0,119460.0,0.0,19909.0,139369.0,26915.0,-17980.0,8935.0,10
MONNARI-TRADE,2015,213696.0,46307.0,31286.0,34770.0,76668.0,118297.0,194965.0,165767.0,0.0,29198.0,194965.0,11123.0,483.0,11606.0,9
MONNARI-TRADE,2016,231773.0,35815.0,21581.0,25620.0,91896.0,139782.0,231678.0,188879.0,0.0,42799.0,231678.0,30059.0,-5437.0,11918.0,8
MONNARI-TRADE,2017,247441.0,21728.0,21177.0,25761.0,106375.0,135501.0,241876.0,203278.0,1218.0,37380.0,241876.0,33477.0,-17100.0,9048.0,7
MONNARI-TRADE,2018,246295.0,17365.0,20845.0,25033.0,126765.0,136135.0,262900.0,217950.0,2811.0,44021.0,262900.0,-8968.0,-18161.0,-29823.0,6
MONNARI-TRADE,2019,282201.0,11761.0,13251.0,35096.0,178817.0,128890.0,307707.0,225191.0,28657.0,56124.0,307707.0,21753.0,-25760.0,-26603.0,5
MONNARI-TRADE,2020,209408.0,-30439.0,-28129.0,-9098.0,193247.0,116515.0,309762.0,190950.0,50694.0,70187.0,309762.0,34533.0,-8557.0,12523.0,4
MONNARI-TRADE,2021,231600.0,18480.0,17625.0,28891.0,152352.0,183764.0,336116.0,209354.0,20706.0,106056.0,336116.0,41108.0,34187.0,48597.0,3
MONNARI-TRADE,2022,287730.0,57443.0,28134.0,36065.0,149676.0,205291.0,354967.0,266521.0,20867.0,67579.0,354967.0,-17953.0,559.0,-11201.0,2
MONNARI-TRADE,2023,309628.0,18373.0,19282.0,28680.0,142883.0,209899.0,352782.0,284386.0,18970.0,49426.0,352782.0,29152.0,-47336.0,-21675.0,1
MONNARI-TRADE,2024,314833.0,21543.0,17640.0,26319.0,162601.0,217811.0,380412.0,305006.0,21621.0,53785.0,380412.0,-29865.0,59604.0,24015.0,0
MOSTOSTAL-PLOCK,2004,118597.0,5905.0,5865.0,7379.0,20331.0,69554.0,89885.0,60283.0,0.0,24599.0,89885.0,1771.0,-424.0,1347.0,20
MOSTOSTAL-PLOCK,2005,91211.0,950.0,-868.0,594.0,12868.0,43670.0,56538.0,37472.0,0.0,15391.0,56538.0,6232.0,20738.0,1970.0,19
MOSTOSTAL-PLOCK,2006,92840.0,3420.0,3420.0,4522.0,14545.0,47974.0,62519.0,42326.0,0.0,16616.0,62519.0,-6217.0,-1714.0,-7931.0,18
MOSTOSTAL-PLOCK,2007,124071.0,13489.0,13293.0,14466.0,19195.0,60877.0,80072.0,54593.0,0.0,19726.0,80072.0,16216.0,-2965.0,11751.0,17
MOSTOSTAL-PLOCK,2008,184279.0,14021.0,20728.0,22344.0,23540.0,70553.0,94093.0,56963.0,4887.0,27225.0,94093.0,11405.0,-4364.0,-3151.0,16
MOSTOSTAL-PLOCK,2009,161075.0,20506.0,14715.0,17820.0,37555.0,79816.0,117371.0,71328.0,7214.0,29476.0,117371.0,-2000.0,-2163.0,-13833.0,15
MOSTOSTAL-PLOCK,2010,141268.0,2632.0,9507.0,11998.0,40054.0,62491.0,102545.0,74014.0,5241.0,15916.0,102545.0,31196.0,-3052.0,17754.0,14
MOSTOSTAL-PLOCK,2011,97860.0,-8397.0,-12225.0,-9713.0,32118.0,61728.0,93846.0,55893.0,3136.0,27794.0,93846.0,-7380.0,4111.0,-8103.0,13
MOSTOSTAL-PLOCK,2012,144902.0,2578.0,3496.0,5758.0,25178.0,63661.0,88839.0,55387.0,1188.0,26210.0,88839.0,2670.0,2399.0,-2920.0,12
MOSTOSTAL-PLOCK,2013,76197.0,-13700.0,-13830.0,-11699.0,18055.0,36762.0,54817.0,37672.0,33.0,11700.0,54817.0,9050.0,978.0,2370.0,11
MOSTOSTAL-PLOCK,2014,120036.0,3039.0,3050.0,5027.0,15598.0,53536.0,69134.0,39234.0,295.0,16738.0,69134.0,-6591.0,-108.0,-6877.0,10
MOSTOSTAL-PLOCK,2015,94804.0,460.0,295.0,1780.0,15169.0,46569.0,61738.0,36914.0,191.0,18025.0,61738.0,2750.0,-94.0,1359.0,9
MOSTOSTAL-PLOCK,2016,109703.0,-4975.0,-4812.0,-3467.0,16742.0,60695.0,77437.0,31939.0,222.0,35028.0,77437.0,-10875.0,-162.0,-5349.0,8
MOSTOSTAL-PLOCK,2017,104064.0,-9997.0,-8838.0,-7535.0,16086.0,44224.0,60310.0,21942.0,189.0,26178.0,60310.0,3856.0,-669.0,-22.0,7
MOSTOSTAL-PLOCK,2018,100634.0,-6668.0,-4599.0,-3162.0,22383.0,68374.0,90757.0,15274.0,384.0,43102.0,90757.0,14297.0,1658.0,14002.0,6
MOSTOSTAL-PLOCK,2019,114204.0,5146.0,5695.0,7145.0,17895.0,50243.0,68138.0,20420.0,817.0,29676.0,68138.0,-4141.0,36.0,-10800.0,5
MOSTOSTAL-PLOCK,2020,96829.0,4470.0,5851.0,7971.0,17902.0,73005.0,90907.0,24890.0,1525.0,35912.0,90907.0,6329.0,-1283.0,5787.0,4
MOSTOSTAL-PLOCK,2021,178182.0,19247.0,21451.0,23870.0,22555.0,114468.0,137023.0,43137.0,5659.0,49351.0,137023.0,28432.0,-699.0,23103.0,3
MOSTOSTAL-PLOCK,2022,156518.0,2762.0,4107.0,7420.0,21597.0,41424.0,63021.0,37899.0,3745.0,10503.0,63021.0,276.0,-1596.0,-11840.0,2
MOSTOSTAL-PLOCK,2023,114083.0,-11703.0,-12325.0,-9445.0,27872.0,70298.0,98170.0,24596.0,2370.0,51053.0,98170.0,-495.0,-4651.0,-6928.0,1
MOSTOSTAL-PLOCK,2024,114132.0,-6355.0,-5095.0,-2531.0,39475.0,62837.0,102312.0,18241.0,3049.0,70804.0,102312.0,-20565.0,2986.0,-9798.0,0
MOSTOSTAL-WARSZAWA,2004,680839.0,-41846.0,-48732.0,-33383.0,167619.0,324529.0,492148.0,117809.0,35579.0,271954.0,492148.0,-14690.0,35878.0,18981.0,20
MOSTOSTAL-WARSZAWA,2005,836437.0,-29836.0,-7169.0,10818.0,158037.0,322344.0,480381.0,88488.0,69964.0,268274.0,480381.0,-20880.0,10434.0,8718.0,19
MOSTOSTAL-WARSZAWA,2006,1188132.0,18052.0,21182.0,40615.0,165526.0,584641.0,750167.0,224320.0,50233.0,421188.0,750167.0,43927.0,-11620.0,107181.0,18
MOSTOSTAL-WARSZAWA,2007,1928422.0,58618.0,58881.0,78467.0,184208.0,824790.0,1008998.0,284884.0,34430.0,630199.0,1008998.0,101716.0,28875.0,117109.0,17
MOSTOSTAL-WARSZAWA,2008,2211282.0,92294.0,121858.0,144638.0,246409.0,1029387.0,1275796.0,337687.0,46017.0,826784.0,1275796.0,66901.0,-25654.0,21546.0,16
MOSTOSTAL-WARSZAWA,2009,2712141.0,126000.0,181230.0,209109.0,361796.0,1143123.0,1504919.0,482459.0,74515.0,874260.0,1504919.0,213780.0,-69467.0,119937.0,15
MOSTOSTAL-WARSZAWA,2010,2570369.0,65897.0,84333.0,119704.0,406534.0,1220941.0,1627475.0,517633.0,114422.0,925392.0,1627475.0,127356.0,-36061.0,30879.0,14
MOSTOSTAL-WARSZAWA,2011,3391734.0,-128304.0,-144767.0,-104662.0,436462.0,1503331.0,1939793.0,381528.0,121565.0,1371645.0,1939793.0,-192612.0,-8973.0,-159204.0,13
MOSTOSTAL-WARSZAWA,2012,3189011.0,-118090.0,-116578.0,-80079.0,406904.0,1546356.0,1953260.0,266770.0,104207.0,1521115.0,1953260.0,-313871.0,-9166.0,-124006.0,12
MOSTOSTAL-WARSZAWA,2013,1633363.0,-314380.0,-237450.0,-205844.0,377088.0,1233053.0,1610141.0,179241.0,104115.0,1293966.0,1610141.0,-214577.0,-2589.0,-69906.0,11
MOSTOSTAL-WARSZAWA,2014,1509524.0,-8738.0,23931.0,49579.0,232100.0,1135362.0,1367462.0,168285.0,237774.0,936316.0,1367462.0,147752.0,62316.0,95043.0,10
MOSTOSTAL-WARSZAWA,2015,1275431.0,32466.0,49062.0,62132.0,203859.0,1083276.0,1287135.0,200060.0,201825.0,861628.0,1287135.0,194122.0,7740.0,150436.0,9
MOSTOSTAL-WARSZAWA,2016,1403102.0,14526.0,47419.0,58575.0,152452.0,994180.0,1146632.0,216754.0,229858.0,678811.0,1146632.0,-124710.0,-572.0,-136950.0,8
MOSTOSTAL-WARSZAWA,2017,1099630.0,-4998.0,21418.0,32386.0,124587.0,867048.0,991635.0,124890.0,264897.0,588172.0,991635.0,-125137.0,1118.0,-119354.0,7
MOSTOSTAL-WARSZAWA,2018,1013332.0,-46266.0,-24626.0,-13608.0,88211.0,959050.0,1047261.0,80826.0,296348.0,661258.0,1047261.0,29340.0,-3831.0,58087.0,6
MOSTOSTAL-WARSZAWA,2019,1269534.0,-3.0,10022.0,24772.0,112421.0,923463.0,1035884.0,40140.0,103567.0,882409.0,1035884.0,112429.0,35160.0,119170.0,5
MOSTOSTAL-WARSZAWA,2020,1365481.0,8080.0,33912.0,50656.0,130705.0,832459.0,963164.0,43091.0,112268.0,794633.0,963164.0,-5174.0,-6234.0,-90394.0,4
MOSTOSTAL-WARSZAWA,2021,1305030.0,24708.0,39905.0,57579.0,130571.0,791580.0,922151.0,58340.0,100406.0,741034.0,922151.0,158566.0,-9973.0,57472.0,3
MOSTOSTAL-WARSZAWA,2022,1614337.0,19263.0,36413.0,58611.0,206323.0,832225.0,1038548.0,76456.0,186796.0,755778.0,1038548.0,24176.0,-31265.0,-35087.0,2
MOSTOSTAL-WARSZAWA,2023,1675340.0,17279.0,24624.0,71712.0,294158.0,934346.0,1228504.0,98225.0,217328.0,900423.0,1228504.0,184075.0,-75925.0,76415.0,1
MOSTOSTAL-WARSZAWA,2024,1578631.0,-30389.0,-15587.0,68653.0,286870.0,776599.0,1063469.0,71026.0,143148.0,840252.0,1063469.0,-30354.0,-30971.0,-117811.0,0
MOSTOSTAL-ZABRZE,2004,327893.0,-38376.0,-6871.0,6251.0,111958.0,132617.0,244575.0,-82732.0,30650.0,296297.0,244575.0,12102.0,-498.0,5642.0,20
MOSTOSTAL-ZABRZE,2005,347464.0,-19295.0,27153.0,37845.0,106039.0,106873.0,212912.0,-105089.0,31157.0,285022.0,212912.0,11379.0,-4556.0,2482.0,19
MOSTOSTAL-ZABRZE,2006,485973.0,72596.0,24851.0,36364.0,125324.0,247816.0,373140.0,109123.0,49462.0,201792.0,373140.0,-16945.0,-6100.0,75099.0,18
MOSTOSTAL-ZABRZE,2007,682591.0,57774.0,41302.0,53785.0,156851.0,210091.0,366942.0,183658.0,28557.0,138542.0,366942.0,-4915.0,-12632.0,-47760.0,17
MOSTOSTAL-ZABRZE,2008,837164.0,48088.0,56292.0,75653.0,263638.0,362465.0,626103.0,205776.0,34114.0,367606.0,626103.0,-15190.0,62573.0,56241.0,16
MOSTOSTAL-ZABRZE,2009,983991.0,42799.0,54893.0,75610.0,279097.0,345295.0,624392.0,241385.0,36732.0,325137.0,624392.0,69430.0,-23715.0,10952.0,15
MOSTOSTAL-ZABRZE,2010,891269.0,8262.0,14545.0,35859.0,273620.0,451240.0,724860.0,225456.0,75944.0,402654.0,724860.0,32800.0,-14388.0,15637.0,14
MOSTOSTAL-ZABRZE,2011,929916.0,29658.0,37510.0,58094.0,270091.0,390864.0,660955.0,241490.0,61445.0,336194.0,660955.0,-99881.0,-13923.0,-85101.0,13
MOSTOSTAL-ZABRZE,2012,661028.0,-10292.0,5336.0,22003.0,232976.0,269233.0,502209.0,228741.0,33651.0,217982.0,502209.0,7847.0,-7778.0,-2626.0,12
MOSTOSTAL-ZABRZE,2013,575117.0,7648.0,15027.0,28710.0,240531.0,294035.0,534566.0,250602.0,47925.0,215817.0,534566.0,-26825.0,2524.0,-18234.0,11
MOSTOSTAL-ZABRZE,2014,862650.0,19134.0,32770.0,47116.0,188351.0,380843.0,569194.0,266549.0,52227.0,236738.0,569194.0,45108.0,-2377.0,20019.0,10
MOSTOSTAL-ZABRZE,2015,759624.0,2482.0,8789.0,23010.0,176084.0,365025.0,541109.0,253662.0,51827.0,223992.0,541109.0,12311.0,-2038.0,657.0,9
MOSTOSTAL-ZABRZE,2016,792312.0,-22601.0,-19682.0,-5940.0,196531.0,352041.0,548572.0,229953.0,37096.0,278746.0,548572.0,-21574.0,-1977.0,-24360.0,8
MOSTOSTAL-ZABRZE,2017,650363.0,-79947.0,-75610.0,-62473.0,168008.0,267101.0,435109.0,149265.0,30002.0,253413.0,435109.0,-21620.0,33775.0,8092.0,7
MOSTOSTAL-ZABRZE,2018,613243.0,11211.0,22898.0,35107.0,161620.0,211742.0,373362.0,156855.0,41176.0,173346.0,373362.0,-21883.0,33228.0,-11975.0,6
MOSTOSTAL-ZABRZE,2019,601374.0,10357.0,20417.0,33278.0,152783.0,299190.0,451973.0,165091.0,56005.0,229271.0,451973.0,13609.0,8182.0,16709.0,5
MOSTOSTAL-ZABRZE,2020,616914.0,10597.0,26366.0,39101.0,152627.0,325954.0,478581.0,173558.0,56545.0,246701.0,478581.0,610.0,-3774.0,-2075.0,4
MOSTOSTAL-ZABRZE,2021,770051.0,15280.0,32088.0,44462.0,153978.0,340058.0,494036.0,190812.0,53222.0,247894.0,494036.0,22412.0,21567.0,18977.0,3
MOSTOSTAL-ZABRZE,2022,1172259.0,33310.0,58341.0,70979.0,171927.0,506199.0,678126.0,226892.0,46346.0,402150.0,678126.0,68751.0,-16985.0,37558.0,2
MOSTOSTAL-ZABRZE,2023,1351420.0,75972.0,93016.0,109543.0,268436.0,441313.0,709749.0,286613.0,63451.0,356408.0,709749.0,143313.0,-86629.0,31279.0,1
MOSTOSTAL-ZABRZE,2024,1010322.0,64795.0,79820.0,98734.0,392889.0,476929.0,869818.0,312054.0,88603.0,406185.0,869818.0,87558.0,5475.0,18701.0,0
MOV,2016,0.0,0.0,-6.0,-6.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,8
MOV,2017,2659.0,-400.0,-396.0,-392.0,70.0,3595.0,3665.0,3218.0,0.0,262.0,3665.0,-2701.0,-62.0,755.0,7
MOV,2018,3897.0,529.0,652.0,669.0,570.0,6132.0,6702.0,6122.0,0.0,183.0,6702.0,-2518.0,-500.0,-642.0,6
MOV,2019,4483.0,837.0,925.0,942.0,554.0,6589.0,7143.0,6959.0,0.0,184.0,7143.0,459.0,-20.0,439.0,5
MOV,2020,10886.0,8859.0,4082.0,4101.0,1068.0,17230.0,18298.0,15123.0,0.0,498.0,18298.0,378.0,1702.0,8207.0,4
MOV,2021,16406.0,11172.0,1171.0,1216.0,2894.0,34073.0,36967.0,24060.0,200.0,2785.0,36967.0,-6128.0,1274.0,1559.0,3
MOV,2022,6477.0,2148.0,-2932.0,-933.0,31295.0,12540.0,43835.0,31699.0,5151.0,2934.0,43835.0,-1097.0,-3562.0,-6152.0,2
MOV,2023,4515.0,-12041.0,-9718.0,-6883.0,30266.0,8654.0,38920.0,24766.0,6491.0,3959.0,38920.0,2712.0,-4008.0,-1573.0,1
MOV,2024,14868.0,462.0,789.0,6717.0,27009.0,11196.0,38205.0,26657.0,4419.0,4468.0,38205.0,5525.0,-3494.0,2288.0,0
MUR,2010,78536.0,20896.0,22338.0,22863.0,3888.0,149625.0,153513.0,58709.0,17504.0,77300.0,153513.0,650.0,-79.0,7112.0,14
MUR,2011,108359.0,26064.0,25321.0,25730.0,5537.0,208688.0,214225.0,81677.0,40273.0,92112.0,214225.0,-23812.0,-703.0,2393.0,13
MUR,2012,170873.0,35228.0,40374.0,41032.0,97568.0,228006.0,325574.0,115300.0,66463.0,142556.0,325574.0,75498.0,-90953.0,-1399.0,12
MUR,2013,170018.0,48604.0,6809.0,7555.0,197840.0,198628.0,396468.0,153899.0,62276.0,152851.0,396468.0,10666.0,-49436.0,-1121.0,11
MUR,2014,226879.0,55175.0,72192.0,73157.0,331582.0,159784.0,491366.0,206082.0,47433.0,230442.0,491366.0,12070.0,5452.0,-898.0,10
MUR,2015,362799.0,67445.0,88784.0,90099.0,289797.0,240848.0,530645.0,231650.0,59728.0,238456.0,530645.0,-2074.0,-15113.0,11733.0,9
MUR,2016,231766.0,125852.0,134034.0,135408.0,503473.0,134050.0,637523.0,324065.0,194535.0,118939.0,637523.0,-53392.0,-3656.0,-2592.0,8
MUR,2017,423193.0,20905.0,43853.0,45090.0,783351.0,195509.0,978860.0,437395.0,230665.0,310825.0,978860.0,-190160.0,-49922.0,628.0,7
MUR,2018,715416.0,53486.0,101635.0,106147.0,349562.0,1256600.0,1606162.0,238831.0,332775.0,1011345.0,1606162.0,163108.0,121217.0,80110.0,6
MUR,2019,858522.0,-52855.0,94369.0,99102.0,264587.0,1257392.0,1521979.0,188035.0,119892.0,1214687.0,1521979.0,319921.0,26131.0,-10520.0,5
MUR,2020,854446.0,82045.0,119294.0,123947.0,203759.0,1032352.0,1236111.0,273943.0,78345.0,877938.0,1236111.0,254882.0,-10639.0,-43811.0,4
MUR,2021,1085215.0,225965.0,282315.0,286743.0,172804.0,1448530.0,1621334.0,499933.0,345108.0,771248.0,1621334.0,184463.0,21530.0,145867.0,3
MUR,2022,1005660.0,212898.0,255250.0,259609.0,72941.0,1656662.0,1729603.0,436760.0,411181.0,878892.0,1729603.0,159106.0,765.0,1653.0,2
MUR,2023,1215944.0,219151.0,266199.0,270864.0,86523.0,1773292.0,1859815.0,557960.0,454770.0,845660.0,1859815.0,31220.0,-1091.0,-86366.0,1
MUR,2024,1330214.0,242029.0,293600.0,299084.0,81996.0,2078689.0,2160685.0,603399.0,632343.0,924943.0,2160685.0,100344.0,-818.0,-20039.0,0
MVP,2014,0.0,-4.0,-5.0,-5.0,1.0,100.0,101.0,96.0,0.0,5.0,101.0,0.0,0.0,100.0,10
MVP,2015,269759.0,2444.0,13055.0,14507.0,2.0,447.0,449.0,433.0,0.0,16.0,449.0,300.0,0.0,300.0,9
MVP,2016,225634.0,40096.0,47340.0,48972.0,114486.0,549752.0,664238.0,341302.0,174779.0,148157.0,664238.0,52836.0,60036.0,47906.0,8
MVP,2017,185724.0,38210.0,36419.0,37758.0,178995.0,714438.0,893433.0,366029.0,302492.0,224912.0,893433.0,-53236.0,-37864.0,35734.0,7
MVP,2018,266129.0,47309.0,45045.0,46300.0,228281.0,743285.0,971566.0,413338.0,282041.0,276187.0,971566.0,-24912.0,-55922.0,-75016.0,6
MVP,2019,290784.0,69887.0,90524.0,93670.0,262443.0,1012466.0,1274909.0,483225.0,326325.0,465359.0,1274909.0,-26922.0,44977.0,22596.0,5
MVP,2020,431385.0,80445.0,89572.0,92793.0,215903.0,1097988.0,1313891.0,556589.0,259296.0,498006.0,1313891.0,-48753.0,123662.0,14789.0,4
MVP,2021,393735.0,95973.0,116477.0,119490.0,264420.0,1285371.0,1549791.0,612692.0,296070.0,641029.0,1549791.0,67057.0,12585.0,27436.0,3
MVP,2022,588585.0,89903.0,121624.0,129158.0,399755.0,977601.0,1377356.0,655111.0,411582.0,310663.0,1377356.0,84594.0,-50196.0,-49890.0,2
MVP,2023,377511.0,55277.0,81052.0,90627.0,338899.0,1122338.0,1461237.0,710388.0,366036.0,384813.0,1461237.0,64423.0,29990.0,118430.0,1
MVP,2024,461662.0,31719.0,53280.0,63891.0,302139.0,1281405.0,1583544.0,697955.0,489172.0,396417.0,1583544.0,-40511.0,48182.0,-28734.0,0
MW-TRADE,2007,5564.0,2754.0,3065.0,3128.0,7835.0,38021.0,45856.0,24713.0,1485.0,19515.0,45856.0,-21957.0,-895.0,1127.0,17
MW-TRADE,2008,8062.0,1499.0,2422.0,2739.0,8130.0,35639.0,43769.0,26036.0,1977.0,15756.0,43769.0,-5065.0,-1354.0,-1236.0,16
MW-TRADE,2009,10459.0,2860.0,3702.0,4060.0,6859.0,56102.0,62961.0,29106.0,3850.0,30005.0,62961.0,-2720.0,-116.0,4584.0,15
MW-TRADE,2010,21088.0,7035.0,9027.0,9316.0,144926.0,153134.0,298060.0,36569.0,113251.0,148240.0,298060.0,-39522.0,374.0,6172.0,14
MW-TRADE,2011,41912.0,9008.0,11353.0,11655.0,141330.0,174520.0,315850.0,45588.0,146284.0,123978.0,315850.0,-29672.0,-442.0,-2098.0,13
MW-TRADE,2012,44608.0,9015.0,10775.0,11083.0,184185.0,214314.0,398499.0,53400.0,156492.0,188607.0,398499.0,-96686.0,-480.0,-735.0,12
MW-TRADE,2013,61286.0,14046.0,17154.0,17542.0,361585.0,162871.0,524456.0,63223.0,300498.0,160735.0,524456.0,-112038.0,-570.0,-657.0,11
MW-TRADE,2014,70228.0,17163.0,21261.0,21661.0,526945.0,214709.0,741654.0,73206.0,421082.0,247366.0,741654.0,74819.0,-111.0,-337.0,10
MW-TRADE,2015,76987.0,19401.0,23985.0,24292.0,585930.0,227867.0,813797.0,84055.0,423333.0,306409.0,813797.0,-14004.0,126.0,-9788.0,9
MW-TRADE,2016,58369.0,12668.0,15663.0,15903.0,427467.0,149781.0,577248.0,87081.0,365697.0,124470.0,577248.0,102053.0,4.0,-418.0,8
MW-TRADE,2017,40865.0,7770.0,9640.0,9832.0,325333.0,140091.0,465424.0,88562.0,212101.0,164761.0,465424.0,75003.0,39.0,-519.0,7
MW-TRADE,2018,27611.0,2050.0,4860.0,4993.0,205248.0,84266.0,289514.0,84736.0,137283.0,67495.0,289514.0,117758.0,-152.0,11728.0,6
MW-TRADE,2019,13071.0,-2067.0,374.0,508.0,51553.0,87315.0,138868.0,82669.0,40741.0,15458.0,138868.0,108196.0,79.0,16194.0,5
MW-TRADE,2020,4030.0,-3844.0,-2293.0,-2170.0,35212.0,68343.0,103555.0,61217.0,27657.0,14681.0,103555.0,4608.0,-11.0,-16503.0,4
MW-TRADE,2021,1791.0,-609.0,-1551.0,-1453.0,12260.0,56758.0,69018.0,60608.0,5727.0,2683.0,69018.0,38277.0,-14.0,35861.0,3
MW-TRADE,2022,1283.0,-1769.0,-2260.0,-2124.0,8644.0,28190.0,36834.0,29448.0,4000.0,3386.0,36834.0,2731.0,552.0,-26213.0,2
MW-TRADE,2023,678.0,-2555.0,-3265.0,-3027.0,8685.0,20586.0,29271.0,26612.0,494.0,1629.0,29271.0,-691.0,-3778.0,-4461.0,1
MW-TRADE,2024,468.0,-3262.0,-3706.0,-3367.0,11320.0,14540.0,25860.0,23806.0,24.0,1900.0,25860.0,-3923.0,-3452.0,-7576.0,0
MXC,2014,31382.0,1820.0,2894.0,3050.0,1398.0,15321.0,16719.0,5086.0,294.0,11346.0,16719.0,2571.0,-114.0,120.0,10
MXC,2015,50447.0,3978.0,6191.0,6374.0,876.0,22049.0,22925.0,7973.0,352.0,14616.0,22925.0,2642.0,-82.0,-6.0,9
MXC,2016,109221.0,12238.0,16917.0,17196.0,2004.0,49927.0,51931.0,17593.0,1841.0,32526.0,51931.0,-7841.0,481.0,446.0,8
MXC,2017,111548.0,9149.0,11634.0,11992.0,2164.0,67517.0,69681.0,61327.0,755.0,7634.0,69681.0,4266.0,-94.0,20096.0,7
MXC,2018,124326.0,11495.0,14101.0,14580.0,5088.0,82664.0,87752.0,70124.0,661.0,16455.0,87752.0,-9187.0,-1018.0,-8325.0,6
MXC,2019,118683.0,2801.0,4732.0,5842.0,6570.0,74994.0,81564.0,67350.0,978.0,12741.0,81564.0,11083.0,-1008.0,-1465.0,5
MXC,2020,129942.0,3470.0,4902.0,6157.0,6398.0,84639.0,91037.0,64898.0,4361.0,20753.0,91037.0,-6767.0,-992.0,-2721.0,4
MXC,2021,150718.0,3330.0,6836.0,7707.0,10567.0,95165.0,105732.0,65430.0,3193.0,36101.0,105732.0,-8038.0,-2687.0,-4661.0,3
MXC,2022,142064.0,-4387.0,-2401.0,-1300.0,11424.0,81569.0,92993.0,58655.0,912.0,34120.0,92993.0,8079.0,-3672.0,2284.0,2
MXC,2023,139414.0,422.0,5164.0,6260.0,10382.0,73592.0,83974.0,58891.0,588.0,25290.0,83974.0,4941.0,-223.0,-2531.0,1
MXC,2024,112510.0,-1135.0,916.0,1720.0,10107.0,68823.0,78930.0,55089.0,611.0,24020.0,78930.0,7275.0,-32.0,-402.0,0
