Spółka,Rok,Data publikacji,Aktywa trwałe,Wartości niematerialne i prawne,Wartość firmy,Rzeczowe składniki majątku trwałego,Aktywa z tytułu prawa do użytkowania,Należności długoterminowe,Inwestycje długoterminowe,Pozostałe aktywa trwałe,Aktywa obrotowe,Zapasy,Należności krótkoterminowe,Inwestycje krótkoterminowe,Środki pieniężne i inne aktywa pieniężne,Pozostałe aktywa obrotowe,Aktywa trwałe przeznaczone do sprzedaży,Aktywa razem,Kapitał własny akcjonariuszy jednostki dominującej,Kapitał (fundusz) podstawowy,Udziały (akcje) własne,Kapitał (fundusz) zapasowy,Udziały niekontrolujące,Zobowiązania długoterminowe,Z tytułu dostaw i usług,Kredyty i pożyczki,Z tytułu emisji dłużnych papierów wartościowych,Zobowiązania z tytułu leasingu finansowego,Inne zobowiązania długoterminowe,Zobowiązania krótkoterminowe,Inne zobowiązania krótkoterminowe,Rozliczenia międzyokresowe,Pasywa razem,Gotówka i operacje z bankami centralnymi,Należności od banków,Aktywa finansowe przeznaczone do obrotu,Pochodne instrumenty zabezpieczające,Należności od klientów,Inwestycyjne aktywa finansowe,Inwestycje w podmioty stowarzyszone,Wartości niematerialne,Rzeczowy majątek trwały,Aktywa z tytułu odroczonego podatku dochodowego netto,Pozostałe aktywa,Zobowiązania wobec banku centralnego,Zobowiązania wobec banków,Zobowiązania finansowe przeznaczone do obrotu,Zobowiązania wobec klientów,Zobowiązania z tytułu emisji dłużnych pap. wart.,Zobowiązania podporządkowane,Zobowiązania z tytułu bieżącego podatku dochodowego,Pozostałe pasywa,Zobowiązania razem,Kapitały własne,Kapitał akcyjny,Pozostałe kapitały,Kapitał z aktualizacji wyceny,Zyski zatrzymane,Wynik roku bieżącego,Kapitały razem
3RG,2023,,15602.0,15602.0,15602.0,0.0,0.0,0.0,0.0,0.0,2748.0,1421.0,381.0,946.0,946.0,0.0,0.0,18350.0,17960.0,7564.0,0.0,3927.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,390.0,289.0,0.0,18350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RG,2024,,15602.0,15602.0,15602.0,0.0,0.0,0.0,0.0,0.0,2804.0,1611.0,215.0,973.0,973.0,5.0,0.0,18406.0,18028.0,7924.0,0.0,4540.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,378.0,253.0,0.0,18406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RG,2025/Q1,,15602.0,15602.0,15602.0,0.0,0.0,0.0,0.0,0.0,2977.0,1957.0,407.0,603.0,603.0,10.0,0.0,18579.0,18018.0,7924.0,0.0,4540.0,0.0,0.0,287.0,0.0,0.0,0.0,0.0,561.0,274.0,0.0,18579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4MS,2016,,8.0,2.0,,6.0,,0.0,0.0,0.0,1588.0,784.0,612.0,170.0,111.0,22.0,,1596.0,120.0,250.0,0.0,99.0,0.0,0.0,640.0,487.0,0.0,0.0,0.0,1476.0,349.0,0.0,1596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4MS,2017,,98.0,23.0,0.0,75.0,,0.0,0.0,0.0,3687.0,2465.0,948.0,71.0,71.0,203.0,0.0,3785.0,2874.0,285.0,0.0,64.0,0.0,0.0,476.0,125.0,0.0,0.0,0.0,907.0,306.0,4.0,3785.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4MS,2018,,776.0,306.0,0.0,132.0,,0.0,0.0,338.0,7784.0,6124.0,1580.0,9.0,9.0,71.0,0.0,8560.0,4235.0,3232.0,0.0,457.0,0.0,0.0,1577.0,1268.0,510.0,0.0,0.0,4325.0,970.0,0.0,8560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4MS,2019,,3866.0,400.0,0.0,1761.0,,0.0,0.0,1705.0,10634.0,9032.0,1557.0,18.0,18.0,27.0,0.0,14500.0,8199.0,6465.0,0.0,1002.0,0.0,1243.0,1639.0,1542.0,0.0,0.0,0.0,5046.0,1865.0,12.0,14500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4MS,2020,,7225.0,315.0,0.0,5747.0,,0.0,105.0,1058.0,15877.0,13103.0,1372.0,1335.0,1335.0,67.0,0.0,23102.0,12497.0,11170.0,0.0,1002.0,0.0,4295.0,414.0,0.0,0.0,0.0,2154.0,5393.0,4979.0,917.0,23102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4MS,2021,,18723.0,246.0,0.0,17461.0,,0.0,205.0,811.0,18430.0,13356.0,2098.0,2593.0,2593.0,383.0,0.0,37153.0,25124.0,22340.0,0.0,1002.0,0.0,8378.0,1007.0,1307.0,0.0,189.0,3451.0,3043.0,540.0,608.0,37153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4MS,2022,,25079.0,175.0,0.0,24135.0,,0.0,205.0,564.0,26940.0,20989.0,4621.0,1176.0,1176.0,154.0,0.0,52019.0,33632.0,22340.0,0.0,2784.0,0.0,9667.0,5733.0,0.0,0.0,0.0,4772.0,7661.0,1928.0,1059.0,52019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4MS,2023,,32602.0,1542.0,1412.0,30670.0,,0.0,0.0,390.0,39955.0,28303.0,4380.0,7177.0,7177.0,95.0,0.0,72557.0,54527.0,24011.0,0.0,12379.0,0.0,7117.0,3258.0,0.0,0.0,306.0,3836.0,7112.0,3548.0,3801.0,72557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4MS,2024,,34025.0,1650.0,1130.0,32133.0,,0.0,0.0,242.0,61056.0,41459.0,9571.0,8006.0,8006.0,2020.0,0.0,95081.0,72015.0,24011.0,-1893.0,8004.0,0.0,5908.0,4489.0,585.0,0.0,1118.0,0.0,12267.0,6075.0,4891.0,95081.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4MS,2025/Q1,,35273.0,1496.0,437.0,33250.0,,0.0,0.0,527.0,57918.0,41196.0,9143.0,7314.0,7314.0,265.0,0.0,93191.0,70860.0,24011.0,-3403.0,8004.0,0.0,7106.0,3819.0,439.0,0.0,1050.0,0.0,10459.0,5151.0,4766.0,93191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAT,2004,,16244.0,12.0,,700.0,,0.0,14983.0,549.0,8277.0,0.0,8066.0,172.0,172.0,39.0,0.0,24521.0,3225.0,8335.0,0.0,11594.0,0.0,8203.0,,,,,,12362.0,,731.0,24521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAT,2005,,16714.0,3506.0,,11710.0,,20.0,0.0,1478.0,28294.0,1813.0,16880.0,9391.0,9391.0,210.0,0.0,45008.0,26277.0,8335.0,0.0,12537.0,417.0,2176.0,,,,,,13272.0,,2866.0,45008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAT,2006,,51429.0,1482.0,0.0,3221.0,,30.0,41721.0,4975.0,29952.0,4200.0,4008.0,21350.0,3957.0,394.0,0.0,81381.0,48955.0,9712.0,0.0,26062.0,873.0,15253.0,2296.0,4149.0,0.0,6316.0,6295.0,16300.0,3539.0,0.0,81381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAT,2007,,225085.0,344.0,0.0,4033.0,,0.0,215835.0,4873.0,81888.0,7918.0,14659.0,59056.0,38747.0,255.0,0.0,306973.0,194744.0,15212.0,0.0,141238.0,130.0,78402.0,4152.0,20592.0,0.0,64.0,7436.0,33697.0,8889.0,0.0,306973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAT,2008,,184462.0,5080.0,4703.0,5268.0,,107.0,166517.0,7490.0,104649.0,62510.0,32059.0,9785.0,9052.0,295.0,0.0,289111.0,189396.0,15212.0,0.0,231607.0,-262.0,89298.0,1139.0,3930.0,0.0,58.0,9745.0,10679.0,5552.0,0.0,289111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAT,2009,,187412.0,4813.0,4337.0,5779.0,,214.0,167313.0,9293.0,99424.0,63635.0,32368.0,3032.0,1076.0,379.0,10.0,286836.0,189016.0,15212.0,0.0,240415.0,-539.0,88158.0,2665.0,3696.0,0.0,212.0,11581.0,10201.0,3628.0,0.0,286836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAT,2010,,269768.0,4454.0,4337.0,2455.0,,137.0,252841.0,9881.0,29464.0,6059.0,19091.0,3677.0,1751.0,320.0,317.0,299232.0,196172.0,15212.0,0.0,239482.0,-119.0,93841.0,1537.0,3979.0,0.0,161.0,18521.0,9338.0,3661.0,0.0,299232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAT,2011,,245644.0,4403.0,4337.0,1831.0,,121.0,231385.0,7904.0,40356.0,34892.0,3003.0,2328.0,528.0,114.0,19.0,286000.0,178802.0,15212.0,0.0,275151.0,65.0,67931.0,2448.0,33324.0,0.0,388.0,20764.0,39202.0,3042.0,0.0,286000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAT,2012,,214640.0,53.0,0.0,1940.0,,2.0,206383.0,6262.0,57097.0,38556.0,1444.0,4406.0,1887.0,191.0,12500.0,271737.0,173562.0,15212.0,0.0,259253.0,144.0,59667.0,2411.0,30082.0,0.0,146.0,18718.0,38364.0,5725.0,0.0,271737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAT,2013,,196503.0,35.0,0.0,1048.0,,0.0,190800.0,4620.0,65520.0,50037.0,2503.0,3788.0,1685.0,192.0,9000.0,262023.0,169531.0,15212.0,0.0,249393.0,136.0,53733.0,3989.0,26351.0,0.0,158.0,17773.0,38623.0,8125.0,0.0,262023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAT,2014,,188362.0,1.0,0.0,57.0,,0.0,186532.0,1772.0,602.0,0.0,178.0,306.0,4.0,118.0,0.0,188964.0,186207.0,15212.0,0.0,161098.0,0.0,1800.0,467.0,0.0,0.0,0.0,1800.0,957.0,490.0,0.0,188964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAT,2015,,191437.0,0.0,0.0,20.0,,0.0,189570.0,1847.0,1458.0,0.0,1198.0,175.0,18.0,85.0,0.0,192895.0,189733.0,15212.0,0.0,169954.0,0.0,1875.0,728.0,0.0,0.0,0.0,1875.0,1287.0,559.0,0.0,192895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAT,2016,,193699.0,0.0,0.0,15.0,,0.0,192601.0,1083.0,1937.0,0.0,1870.0,37.0,37.0,30.0,0.0,195636.0,190416.0,15212.0,0.0,172221.0,0.0,1093.0,429.0,3341.0,0.0,0.0,1093.0,4127.0,357.0,0.0,195636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAT,2017,,196122.0,0.0,0.0,54.0,,0.0,195472.0,596.0,3352.0,0.0,835.0,2469.0,44.0,48.0,0.0,199474.0,194536.0,15212.0,0.0,173067.0,0.0,596.0,528.0,3478.0,0.0,0.0,596.0,4342.0,336.0,0.0,199474.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAT,2018,,174363.0,0.0,0.0,130.0,,0.0,173821.0,412.0,18787.0,0.0,823.0,17923.0,191.0,41.0,0.0,193150.0,188147.0,15212.0,0.0,173067.0,0.0,412.0,580.0,3667.0,0.0,0.0,412.0,4591.0,344.0,0.0,193150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAT,2019,,175866.0,0.0,0.0,309.0,202.0,0.0,175419.0,138.0,1083.0,0.0,560.0,508.0,335.0,15.0,0.0,176949.0,172093.0,15212.0,0.0,165436.0,0.0,210.0,420.0,3792.0,0.0,130.0,210.0,4646.0,304.0,0.0,176949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAT,2020,,168537.0,0.0,0.0,166.0,67.0,0.0,168281.0,90.0,20779.0,0.0,3301.0,17454.0,93.0,24.0,0.0,189316.0,188349.0,15130.0,0.0,165394.0,0.0,90.0,348.0,34.0,0.0,67.0,90.0,877.0,428.0,0.0,189316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAT,2021,,158950.0,0.0,0.0,77.0,0.0,0.0,158720.0,153.0,41482.0,0.0,16832.0,24624.0,1669.0,26.0,0.0,200432.0,192624.0,15205.0,0.0,178289.0,0.0,160.0,233.0,7068.0,0.0,0.0,153.0,7648.0,347.0,0.0,200432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAT,2022,,185823.0,0.0,0.0,69.0,0.0,0.0,185518.0,236.0,11852.0,0.0,8063.0,3753.0,112.0,36.0,0.0,197675.0,196823.0,15270.0,0.0,188707.0,0.0,236.0,296.0,10.0,0.0,0.0,236.0,616.0,310.0,0.0,197675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAT,2023,,196493.0,0.0,0.0,68.0,0.0,0.0,196248.0,177.0,8863.0,0.0,6170.0,2651.0,209.0,42.0,0.0,205356.0,204518.0,15380.0,0.0,188707.0,0.0,177.0,255.0,0.0,0.0,0.0,177.0,661.0,406.0,0.0,205356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAT,2024,,209989.0,0.0,0.0,54.0,0.0,0.0,209926.0,9.0,5412.0,0.0,4683.0,717.0,148.0,12.0,0.0,215401.0,213408.0,15421.0,0.0,188707.0,0.0,9.0,257.0,0.0,0.0,0.0,9.0,1984.0,1727.0,0.0,215401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAT,2025/Q1,,209986.0,0.0,0.0,51.0,0.0,0.0,209926.0,9.0,5331.0,0.0,4707.0,620.0,43.0,4.0,0.0,215317.0,212918.0,15640.0,0.0,188707.0,0.0,9.0,374.0,1015.0,0.0,0.0,9.0,2390.0,1001.0,0.0,215317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABE,2005,,20603.0,1.0,,20378.0,,0.0,85.0,139.0,274074.0,81942.0,159233.0,32345.0,32309.0,554.0,0.0,294677.0,49275.0,10100.0,0.0,19672.0,0.0,30372.0,,,,,,215030.0,,0.0,294677.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABE,2006,,28117.0,13.0,,27312.0,,0.0,626.0,166.0,327764.0,114059.0,190004.0,22825.0,22656.0,876.0,0.0,355881.0,75896.0,11700.0,0.0,35057.0,0.0,9109.0,,,,,,270876.0,,0.0,355881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABE,2007,,118485.0,55237.0,21355.0,61055.0,,0.0,452.0,1741.0,506301.0,254756.0,228262.0,22261.0,22256.0,1022.0,0.0,624786.0,201600.0,15950.0,0.0,135634.0,43.0,20325.0,193652.0,206391.0,0.0,0.0,4529.0,402818.0,2775.0,0.0,624786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABE,2008,,164924.0,69931.0,43570.0,89640.0,,0.0,453.0,4900.0,508088.0,205552.0,283843.0,18693.0,15838.0,0.0,0.0,673012.0,263803.0,15950.0,487.0,135571.0,92.0,6069.0,272716.0,123459.0,0.0,0.0,6069.0,403048.0,6873.0,0.0,673012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABE,2009,,157717.0,66464.0,40593.0,85339.0,,0.0,857.0,5057.0,630692.0,291194.0,317961.0,21537.0,18607.0,0.0,0.0,788409.0,283495.0,16295.0,838.0,139632.0,127.0,5296.0,344494.0,141407.0,0.0,101.0,5296.0,499491.0,13489.0,0.0,788409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABE,2010,,166674.0,66871.0,41400.0,93683.0,,0.0,493.0,5627.0,743094.0,319083.0,405351.0,16448.0,16437.0,2212.0,0.0,909768.0,333444.0,16334.0,838.0,140158.0,141.0,6067.0,382692.0,175752.0,0.0,31.0,6067.0,570116.0,11641.0,0.0,909768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABE,2011,,167034.0,67482.0,41980.0,94397.0,,0.0,452.0,4703.0,922976.0,401675.0,500828.0,16953.0,16460.0,3520.0,0.0,1090010.0,381963.0,16188.0,0.0,140631.0,141.0,6246.0,486185.0,199891.0,0.0,964.0,6246.0,701660.0,14620.0,0.0,1090010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABE,2012,,165663.0,68018.0,42107.0,90100.0,,0.0,671.0,6874.0,1001735.0,453909.0,532155.0,12627.0,12479.0,3044.0,0.0,1167398.0,420569.0,16188.0,0.0,142346.0,108.0,5495.0,508403.0,211335.0,0.0,695.0,5495.0,741226.0,20793.0,0.0,1167398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABE,2013,,168378.0,64132.0,41592.0,94334.0,,0.0,663.0,9249.0,1091412.0,546030.0,495752.0,46219.0,46025.0,3411.0,0.0,1259790.0,463885.0,16188.0,0.0,143968.0,0.0,5067.0,555906.0,194561.0,0.0,0.0,5067.0,790838.0,40371.0,0.0,1259790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABE,2014,,260624.0,63879.0,41914.0,182779.0,,0.0,628.0,13338.0,1259022.0,647088.0,513652.0,95163.0,95115.0,3119.0,0.0,1519646.0,519820.0,16188.0,0.0,145266.0,0.0,134974.0,648798.0,161404.0,0.0,2317.0,5189.0,864852.0,52333.0,0.0,1519646.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABE,2015,,274218.0,68777.0,44386.0,186939.0,,0.0,452.0,18050.0,1565058.0,877540.0,656971.0,27096.0,26800.0,3451.0,0.0,1839276.0,584418.0,16188.0,0.0,145612.0,0.0,202162.0,860774.0,135564.0,0.0,7359.0,6303.0,1052696.0,48999.0,0.0,1839276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABE,2016,,268497.0,67486.0,43755.0,183321.0,,0.0,680.0,17010.0,1603715.0,806365.0,713907.0,79431.0,78998.0,4012.0,0.0,1872212.0,663751.0,16188.0,0.0,146019.0,0.0,273120.0,736640.0,143910.0,0.0,5172.0,7206.0,935341.0,49619.0,0.0,1872212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABE,2017,,269421.0,69740.0,45572.0,177042.0,,0.0,677.0,21962.0,1692938.0,866996.0,706694.0,115617.0,115255.0,3631.0,0.0,1962359.0,718820.0,16188.0,0.0,146019.0,0.0,269028.0,776366.0,133317.0,0.0,11616.0,7818.0,974511.0,53212.0,0.0,1962359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABE,2018,,260462.0,69002.0,45294.0,169613.0,,0.0,581.0,21266.0,1813450.0,928510.0,789884.0,91000.0,88086.0,4056.0,0.0,2073912.0,790204.0,16188.0,0.0,146019.0,0.0,174385.0,905398.0,147888.0,0.0,6391.0,6701.0,1109323.0,49646.0,0.0,2073912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABE,2019,,277473.0,69939.0,45143.0,174400.0,12331.0,0.0,524.0,32610.0,2337023.0,969764.0,1080817.0,282615.0,277761.0,3827.0,0.0,2614496.0,850251.0,16188.0,-898.0,146019.0,0.0,156564.0,1404085.0,97568.0,0.0,7381.0,6248.0,1607681.0,98647.0,0.0,2614496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABE,2020,,300649.0,73973.0,47842.0,169887.0,11015.0,12.0,528.0,56249.0,2387685.0,1312669.0,981558.0,88963.0,88894.0,4495.0,0.0,2688334.0,992550.0,16188.0,-898.0,146158.0,0.0,204693.0,1182465.0,101475.0,0.0,4736.0,5921.0,1491091.0,202415.0,0.0,2688334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABE,2021,,378321.0,78750.0,50845.0,224083.0,54926.0,23.0,946.0,74519.0,3044163.0,1680527.0,1306074.0,52878.0,50943.0,4684.0,0.0,3422484.0,1143839.0,16188.0,-1929.0,146273.0,0.0,175444.0,1614820.0,205954.0,0.0,2045.0,5346.0,2103201.0,280382.0,0.0,3422484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABE,2022,,365887.0,79092.0,50416.0,211090.0,48570.0,790.0,899.0,74016.0,3044020.0,1841853.0,1140952.0,55063.0,52656.0,6152.0,0.0,3409907.0,1293706.0,16188.0,-10369.0,146943.0,0.0,112890.0,1475865.0,193071.0,0.0,6896.0,5717.0,2003311.0,327479.0,0.0,3409907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABE,2024,,357592.0,69706.0,42889.0,158355.0,35675.0,105.0,884.0,128542.0,3518198.0,1619384.0,1749310.0,144484.0,143614.0,5020.0,0.0,3875790.0,1392181.0,16188.0,-19638.0,153485.0,0.0,178905.0,1782740.0,62746.0,0.0,5858.0,6008.0,2304704.0,453360.0,0.0,3875790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABE,2025/Q2,,335696.0,68557.0,42308.0,154766.0,36573.0,0.0,820.0,111553.0,3377300.0,1698517.0,1480645.0,189088.0,187623.0,9050.0,0.0,3712996.0,1441878.0,16188.0,-22325.0,155302.0,0.0,175767.0,1632053.0,57396.0,0.0,6832.0,5819.0,2095351.0,399070.0,0.0,3712996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACG,2008,,29214.0,239.0,,26547.0,,0.0,0.0,2428.0,50975.0,33963.0,4490.0,12191.0,12191.0,331.0,0.0,80189.0,49945.0,2807.0,0.0,25705.0,0.0,0.0,5736.0,5198.0,0.0,0.0,0.0,13170.0,2236.0,17074.0,80189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACG,2009,,27637.0,203.0,,26213.0,,0.0,0.0,1221.0,45992.0,11609.0,3477.0,30280.0,30280.0,626.0,0.0,73629.0,51945.0,2300.0,0.0,28638.0,0.0,4314.0,3868.0,5548.0,0.0,0.0,4314.0,12990.0,3574.0,4380.0,73629.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACG,2010,,29922.0,454.0,,28443.0,,0.0,8.0,1017.0,42041.0,22937.0,7216.0,10877.0,10877.0,1011.0,0.0,71963.0,54341.0,2300.0,0.0,30953.0,0.0,0.0,5736.0,5198.0,0.0,0.0,0.0,13170.0,2236.0,4452.0,71963.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACG,2011,,44465.0,582.0,,42836.0,,0.0,0.0,1047.0,56906.0,25875.0,9149.0,20688.0,20688.0,1194.0,0.0,101371.0,79788.0,2332.0,0.0,54873.0,0.0,0.0,7578.0,0.0,0.0,0.0,0.0,11847.0,4269.0,9736.0,101371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACG,2012,,51723.0,674.0,,49280.0,,0.0,481.0,1288.0,67765.0,29162.0,8216.0,29544.0,19173.0,843.0,0.0,119488.0,85006.0,2363.0,0.0,57583.0,0.0,4819.0,10829.0,0.0,0.0,0.0,0.0,15034.0,4205.0,14629.0,119488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACG,2013,,65637.0,1069.0,,63159.0,,0.0,244.0,1165.0,56161.0,29163.0,11766.0,14179.0,13925.0,1053.0,0.0,121798.0,93609.0,2395.0,0.0,64479.0,0.0,0.0,9951.0,0.0,0.0,0.0,0.0,12717.0,2766.0,15472.0,121798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACG,2014,,68840.0,1613.0,,64341.0,,0.0,1542.0,1344.0,56410.0,29959.0,14515.0,10615.0,10581.0,1321.0,0.0,125250.0,97668.0,2395.0,0.0,69864.0,0.0,0.0,8149.0,0.0,0.0,0.0,0.0,11305.0,3156.0,16277.0,125250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACG,2015,,67809.0,2268.0,0.0,61966.0,,0.0,1708.0,1867.0,70661.0,35334.0,15484.0,17774.0,17774.0,2069.0,0.0,138470.0,105240.0,2414.0,0.0,74210.0,0.0,0.0,10532.0,0.0,0.0,0.0,0.0,16208.0,5676.0,17022.0,138470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACG,2016,,71781.0,3208.0,0.0,63061.0,,0.0,3445.0,2067.0,59340.0,36789.0,14152.0,5338.0,3331.0,3061.0,0.0,131121.0,89888.0,2423.0,0.0,57261.0,0.0,107.0,10717.0,6803.0,0.0,35.0,0.0,23975.0,6420.0,17151.0,131121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACG,2017,,73796.0,3630.0,0.0,65141.0,,0.0,3229.0,1796.0,76321.0,34874.0,19300.0,17721.0,17721.0,4426.0,0.0,150117.0,96411.0,2429.0,0.0,63284.0,0.0,120.0,6326.0,24272.0,0.0,68.0,0.0,37829.0,7163.0,15757.0,150117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACG,2018,,89906.0,5426.0,0.0,79759.0,,0.0,1354.0,3367.0,76527.0,50624.0,18003.0,4714.0,4714.0,3186.0,0.0,166433.0,111812.0,2449.0,0.0,70354.0,0.0,51.0,14379.0,4345.0,0.0,68.0,0.0,31047.0,12255.0,23523.0,166433.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACG,2019,,101585.0,5769.0,0.0,92037.0,,0.0,1450.0,2329.0,73183.0,50778.0,15777.0,2354.0,2354.0,4274.0,0.0,174768.0,114691.0,2470.0,0.0,74038.0,0.0,0.0,8193.0,21747.0,0.0,19.0,0.0,40892.0,10933.0,19185.0,174768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACG,2020,,108061.0,4348.0,0.0,100255.0,,0.0,1450.0,2008.0,88876.0,61244.0,19352.0,2377.0,2377.0,5903.0,0.0,196937.0,132445.0,2518.0,0.0,99029.0,0.0,0.0,8404.0,33826.0,0.0,0.0,0.0,48295.0,6065.0,16197.0,196937.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACG,2021,,105494.0,5481.0,0.0,96817.0,,0.0,1450.0,1746.0,100376.0,70263.0,20733.0,3249.0,3249.0,6131.0,0.0,205870.0,134396.0,2518.0,0.0,107764.0,0.0,488.0,10263.0,35479.0,0.0,178.0,0.0,51524.0,5604.0,19462.0,205870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACG,2022,,100528.0,4556.0,0.0,92018.0,,0.0,1450.0,2504.0,112573.0,72235.0,32521.0,1947.0,1947.0,5870.0,0.0,213101.0,150608.0,2518.0,0.0,111731.0,0.0,0.0,15715.0,17122.0,0.0,114.0,0.0,40718.0,7767.0,21775.0,213101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACG,2023,,93856.0,2809.0,0.0,87977.0,,0.0,1450.0,1620.0,129318.0,79070.0,38241.0,3246.0,2523.0,8761.0,0.0,223174.0,144088.0,2300.0,0.0,113090.0,0.0,0.0,8691.0,44224.0,0.0,82.0,0.0,60635.0,7638.0,18451.0,223174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACG,2024,,93703.0,7304.0,0.0,82796.0,,0.0,1450.0,2153.0,120666.0,80818.0,31574.0,3274.0,3023.0,5000.0,0.0,214369.0,144713.0,2300.0,0.0,113974.0,0.0,328.0,5816.0,37059.0,0.0,42.0,0.0,50790.0,7873.0,18538.0,214369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACG,2025/Q1,,92178.0,6989.0,0.0,81065.0,,0.0,1450.0,2674.0,131985.0,82081.0,38190.0,4622.0,3638.0,7092.0,0.0,224163.0,151621.0,2300.0,0.0,113974.0,0.0,317.0,,,,,0.0,55449.0,,16776.0,224163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTION,2005,,54961.0,11172.0,,42554.0,,0.0,457.0,778.0,248164.0,111410.0,132663.0,4091.0,4091.0,0.0,0.0,303125.0,55915.0,1191.0,0.0,4695.0,1427.0,3129.0,183802.0,57806.0,0.0,0.0,629.0,242654.0,1046.0,0.0,303125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTION,2006,,49814.0,8218.0,,40999.0,,0.0,74.0,523.0,270862.0,112108.0,150985.0,7769.0,7512.0,0.0,0.0,320676.0,118794.0,1191.0,0.0,55768.0,2859.0,459.0,180945.0,16348.0,0.0,0.0,459.0,198564.0,1271.0,0.0,320676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
