Nazwa,Ticker,Kwartały,Kurs,Wartość księgowa na akcję,Cena/WK,Zysk na akcję,Cena/Zysk,Przychody ze sprzedaży na akcję,Cena/Przychód,Zysk operacyjny,Cena/Zysk operacyjny na akcję,Wartość księgowa Grahama na akcję,Cena/Wartość księgowa Grahama,Wartość przedsiębiorstwa na akcję,Wartość przedsiębiorstwa/Przychody,Wartość przedsiębiorstwa/EBITDA,Wartość przedsiębiorstwa/EBIT
4MASS,4MS,2022/Q1,"2,01","1,23","1,64","0,17","12,07","1,86","1,08","0,23","8,64","0,35","5,81","1,91","1,03","6,78","8,23"
4MASS,4MS,2022/Q2,"1,98","1,31","1,51","0,23","8,74","2,08","0,95","0,31","6,32","0,35","5,62","1,94","0,93","5,24","6,19"
4MASS,4MS,2022/Q3,"1,77","1,47","1,20","0,35","5,00","2,54","0,69","0,47","3,74","0,48","3,68","1,74","0,68","3,24","3,68"
4MASS,4MS,2022/Q4,"2,27","1,51","1,50","0,38","5,95","2,92","0,77","0,53","4,27","0,43","5,26","2,43","0,83","4,08","4,59"
4MASS,4MS,2023/Q1,"2,42","1,70","1,43","0,44","5,46","3,16","0,77","0,59","4,08","0,69","3,50","2,48","0,78","3,77","4,18"
4MASS,4MS,2023/Q2,"3,75","1,95","1,92","0,62","6,03","3,57","1,05","0,80","4,68","0,89","4,19","3,83","1,07","4,41","4,77"
4MASS,4MS,2023/Q3,"5,60","2,16","2,59","0,68","8,21","3,84","1,46","0,90","6,25","1,08","5,21","5,35","1,39","5,54","5,97"
4MASS,4MS,2023/Q4,"5,87","2,27","2,58","0,76","7,77","4,23","1,39","1,00","5,90","1,07","5,48","5,72","1,35","5,30","5,75"
4MASS,4MS,2024/Q1,"7,48","2,45","3,06","0,75","10,01","4,42","1,69","0,97","7,68","1,25","5,98","7,38","1,67","6,90","7,58"
4MASS,4MS,2024/Q2,"5,87","2,68","2,19","0,73","8,08","4,71","1,25","0,93","6,32","1,48","3,97","5,82","1,23","5,56","6,26"
4MASS,4MS,2024/Q3,"5,82","2,91","2,00","0,75","7,78","5,02","1,16","0,93","6,26","1,70","3,43","5,84","1,16","5,47","6,28"
4MASS,4MS,2024/Q4,"6,40","3,00","2,13","0,73","8,79","5,17","1,24","0,86","7,45","1,79","3,58","6,38","1,24","6,35","7,43"
4MASS,4MS,2025/Q1,"6,21","2,95","2,10","0,65","9,56","5,18","1,20","0,78","7,92","1,68","3,70","6,26","1,21","6,65","7,99"
ALTA,AAT,2004/Q4,"4,15","0,39","10,73","0,10","39,81","3,69","1,12","-0,13",,"-1,47",,"4,13","1,12","-46,02","-30,92"
ALTA,AAT,2005/Q4,"11,70","3,15","3,71","1,88","6,23","9,65","1,21","0,04","291,11","1,54","7,59","10,57","1,10","19,63","263,08"
ALTA,AAT,2006/Q1,"9,95","4,03","2,47","2,58","3,86","9,17","1,09","-0,15",,"2,59","3,84","10,23","1,12","27,62","-67,11"
ALTA,AAT,2006/Q2,"7,40","3,86","1,92","2,55","2,91","9,26","0,80","-0,27",,"2,48","2,99","7,77","0,84","29,25","-28,91"
ALTA,AAT,2006/Q3,"7,42","3,64","2,04","-0,16",,"9,61","0,77","-0,10",,"2,01","3,69","7,55","0,79","16,59","-76,31"
ALTA,AAT,2006/Q4,"10,60","5,04","2,10","1,23","8,64","1,31","8,09","0,07","158,39","-0,16",,"12,19","9,31","83,04","182,18"
ALTA,AAT,2007/Q1,"61,90","4,90","12,63","0,47","131,09","1,38","44,77","0,07","845,56","0,17","375,04","62,71","45,35","432,87","856,61"
ALTA,AAT,2007/Q2,"35,32","4,71","7,50","0,54","65,69","1,47","23,95","0,28","128,24","-1,16",,"37,56","25,48","106,33","136,39"
ALTA,AAT,2007/Q3,"26,10","4,66","5,60","0,61","42,55","1,92","13,63","0,46","56,66","-6,02",,"29,91","15,62","55,30","64,94"
ALTA,AAT,2007/Q4,"16,99","12,80","1,33","2,64","6,44","1,38","12,33","2,84","5,98","-1,99",,"20,47","14,85","7,08","7,20"
ALTA,AAT,2008/Q1,"13,88","12,70","1,09","2,62","5,31","1,74","7,97","2,84","4,89","-1,32",,"17,35","9,97","5,99","6,11"
ALTA,AAT,2008/Q2,"13,00","12,93","1,01","3,03","4,28","2,00","6,49","3,15","4,13","-3,85",,"16,82","8,40","5,23","5,34"
ALTA,AAT,2008/Q3,"6,90","12,76","0,54","2,88","2,39","2,11","3,27","3,02","2,29","-4,52",,"11,06","5,24","3,56","3,66"
ALTA,AAT,2008/Q4,"6,38","12,45","0,51","-0,19",,"1,84","3,47","0,67","9,48","0,31","20,77","11,28","6,12","14,05","16,76"
ALTA,AAT,2009/Q1,"4,45","12,07","0,37","-0,50",,"1,69","2,63","0,77","5,76","-0,26",,"10,02","5,92","11,07","12,95"
ALTA,AAT,2009/Q2,"5,25","12,56","0,42","-0,39",,"1,71","3,06","0,85","6,18","-0,10",,"10,62","6,20","10,89","12,50"
ALTA,AAT,2009/Q3,"8,60","12,49","0,69","-0,28",,"1,52","5,66","0,74","11,57","0,16","53,71","13,77","9,06","16,11","18,52"
ALTA,AAT,2009/Q4,"7,44","12,43","0,60","-0,04",,"1,62","4,58","0,12","61,85","0,07","106,27","12,66","7,80","54,45","105,24"
ALTA,AAT,2010/Q1,"7,30","12,34","0,59","0,25","29,71","1,57","4,66","-0,19",,"0,19","37,64","12,50","7,98","-143,51","-64,13"
ALTA,AAT,2010/Q2,"6,45","12,39","0,52","-0,09",,"1,48","4,37","-0,15",,"0,08","84,95","11,59","7,85","-357,72","-79,40"
ALTA,AAT,2010/Q3,"7,36","11,94","0,62","-0,46",,"1,46","5,06","-0,49",,"0,29","25,05","12,52","8,60","-33,35","-25,57"
ALTA,AAT,2010/Q4,"5,98","12,90","0,46","0,58","10,26","1,59","3,76","1,86","3,21","-4,85",,"11,09","6,98","5,77","5,96"
ALTA,AAT,2011/Q1,"6,37","12,99","0,49","0,85","7,47","1,60","3,99","2,36","2,70","-5,00",,"11,55","7,23","4,78","4,90"
ALTA,AAT,2011/Q2,"5,99","13,61","0,44","1,28","4,69","1,62","3,69","2,90","2,06","-5,16",,"11,07","6,82","3,76","3,82"
ALTA,AAT,2011/Q3,"4,50","13,67","0,33","1,78","2,52","1,62","2,77","4,10","1,10","-5,29",,"9,88","6,09","2,39","2,41"
ALTA,AAT,2011/Q4,"3,50","11,75","0,30","-1,07",,"1,66","2,11","1,10","3,18","-4,39",,"8,78","5,30","7,68","7,98"
ALTA,AAT,2012/Q1,"4,40","11,60","0,38","-1,36",,"1,69","2,60","1,00","4,42","-3,98",,"9,31","5,49","8,99","9,35"
ALTA,AAT,2012/Q2,"2,68","11,55","0,23","-2,03",,"1,45","1,85","-0,35",,"-3,71",,"7,47","5,16","-23,86","-21,32"
