Ticker,Nazwa,Kwartały,I stopień pokrycia,II stopień pokrycia,Płynność gotówkowa,Płynność szybka,Płynność bieżąca,Płynność podwyższona,Pokrycie zobowiązań należnościami,Udział kapitału pracującego w aktywach
BOS,BOS,2013/Q4,,,,,,,,
BOS,BOS,2014/Q1,,,,,,,,
BOS,BOS,2014/Q2,,,,,,,,
BOS,BOS,2014/Q3,,,,,,,,
BOS,BOS,2014/Q4,,,,,,,,
BOS,BOS,2015/Q1,,,,,,,,
BOS,BOS,2015/Q2,,,,,,,,
BOS,BOS,2015/Q3,,,,,,,,
BOS,BOS,2015/Q4,,,,,,,,
BOS,BOS,2016/Q1,,,,,,,,
BOS,BOS,2016/Q2,,,,,,,,
BOS,BOS,2016/Q3,,,,,,,,
BOS,BOS,2016/Q4,,,,,,,,
BOS,BOS,2017/Q1,,,,,,,,
BOS,BOS,2017/Q2,,,,,,,,
BOS,BOS,2017/Q3,,,,,,,,
BOS,BOS,2017/Q4,,,,,,,,
BOS,BOS,2018/Q1,,,,,,,,
BOS,BOS,2018/Q2,,,,,,,,
BOS,BOS,2018/Q3,,,,,,,,
BOS,BOS,2018/Q4,,,,,,,,
BOS,BOS,2019/Q1,,,,,,,,
BOS,BOS,2019/Q2,,,,,,,,
BOS,BOS,2019/Q3,,,,,,,,
BOS,BOS,2019/Q4,,,,,,,,
BOS,BOS,2020/Q1,,,,,,,,
BOS,BOS,2020/Q2,,,,,,,,
BOS,BOS,2020/Q3,,,,,,,,
BOS,BOS,2020/Q4,,,,,,,,
BOS,BOS,2021/Q1,,,,,,,,
BOS,BOS,2021/Q2,,,,,,,,
BOS,BOS,2021/Q3,,,,,,,,
BOS,BOS,2021/Q4,,,,,,,,
BOS,BOS,2022/Q1,,,,,,,,
BOS,BOS,2022/Q2,,,,,,,,
BOS,BOS,2022/Q3,,,,,,,,
BOS,BOS,2022/Q4,,,,,,,,
BOS,BOS,2023/Q1,,,,,,,,
BOS,BOS,2023/Q2,,,,,,,,
BOS,BOS,2023/Q3,,,,,,,,
BOS,BOS,2023/Q4,,,,,,,,
BOS,BOS,2024/Q1,,,,,,,,
BOS,BOS,2024/Q2,,,,,,,,
BOS,BOS,2024/Q3,,,,,,,,
BOS,BOS,2024/Q4,,,,,,,,
BOS,BOS,2025/Q1,,,,,,,,
BOW,BOWIM,2008/Q4,"1,46","1,70","0,02","0,57","1,07","0,02","0,55","0,06"
BOW,BOWIM,2009/Q4,"1,53","1,72","0,00","0,75","1,09","0,01","0,74","0,08"
BOW,BOWIM,2010/Q4,"1,00","1,31","0,01","0,64","1,09","0,02","0,61","0,07"
BOW,BOWIM,2011/Q4,"0,91","1,54","0,01","0,67","1,19","0,03","0,64","0,12"
BOW,BOWIM,2012/Q1,"0,87","1,49","0,00","0,65","1,18","0,01","0,63","0,12"
BOW,BOWIM,2012/Q2,"0,87","1,43","0,02","0,67","1,16","0,02","0,65","0,11"
BOW,BOWIM,2012/Q3,"0,83","1,38","0,03","0,64","1,15","0,03","0,60","0,10"
BOW,BOWIM,2012/Q4,"0,76","1,29","0,01","0,52","1,13","0,01","0,50","0,08"
BOW,BOWIM,2013/Q1,"0,75","1,27","0,01","0,61","1,14","0,01","0,59","0,09"
BOW,BOWIM,2013/Q2,"0,74","1,24","0,02","0,67","1,13","0,02","0,65","0,08"
BOW,BOWIM,2013/Q3,"0,75","1,23","0,04","0,80","1,14","0,06","0,74","0,08"
BOW,BOWIM,2013/Q4,"0,74","1,20","0,01","0,63","1,15","0,02","0,60","0,08"
BOW,BOWIM,2014/Q1,"0,75","1,22","0,02","0,64","1,13","0,03","0,60","0,08"
BOW,BOWIM,2014/Q2,"0,73","1,18","0,01","0,58","1,11","0,01","0,56","0,07"
BOW,BOWIM,2014/Q3,"0,73","1,18","0,01","0,67","1,11","0,01","0,66","0,07"
BOW,BOWIM,2014/Q4,"0,72","1,22","0,01","0,62","1,13","0,01","0,61","0,08"
BOW,BOWIM,2015/Q1,"0,70","1,21","0,04","0,64","1,12","0,04","0,58","0,07"
BOW,BOWIM,2015/Q2,"0,70","1,19","0,04","0,65","1,11","0,04","0,59","0,07"
BOW,BOWIM,2015/Q3,"0,67","1,17","0,04","0,54","1,12","0,05","0,48","0,07"
BOW,BOWIM,2015/Q4,"0,64","1,02","0,05","0,50","1,03","0,05","0,45","0,02"
BOW,BOWIM,2016/Q1,"0,60","0,97","0,05","0,53","1,00","0,05","0,46","-0,00"
BOW,BOWIM,2016/Q2,"0,70","1,07","0,05","0,49","1,05","0,05","0,43","0,03"
BOW,BOWIM,2016/Q3,"0,71","1,07","0,04","0,53","1,06","0,04","0,47","0,03"
BOW,BOWIM,2016/Q4,"0,72","1,38","0,04","0,55","1,27","0,04","0,50","0,14"
BOW,BOWIM,2017/Q1,"0,79","1,45","0,03","0,62","1,29","0,03","0,58","0,15"
BOW,BOWIM,2017/Q2,"0,75","1,46","0,04","0,63","1,32","0,04","0,58","0,16"
BOW,BOWIM,2017/Q3,"0,75","1,41","0,05","0,65","1,31","0,05","0,59","0,15"
BOW,BOWIM,2017/Q4,"0,71","1,45","0,05","0,60","1,33","0,05","0,54","0,16"
BOW,BOWIM,2018/Q1,"0,72","1,46","0,04","0,60","1,26","0,05","0,54","0,14"
BOW,BOWIM,2018/Q2,"0,70","1,40","0,02","0,62","1,27","0,03","0,59","0,14"
BOW,BOWIM,2018/Q3,"0,71","1,42","0,01","0,53","1,27","0,02","0,50","0,14"
BOW,BOWIM,2018/Q4,"0,69","1,44","0,01","0,49","1,26","0,01","0,48","0,14"
BOW,BOWIM,2019/Q1,"0,65","1,43","0,02","0,51","1,27","0,02","0,48","0,14"
BOW,BOWIM,2019/Q2,"0,62","1,54","0,02","0,61","1,43","0,02","0,58","0,20"
BOW,BOWIM,2019/Q3,"0,61","1,50","0,03","0,65","1,45","0,03","0,61","0,19"
BOW,BOWIM,2019/Q4,"0,62","1,41","0,02","0,67","1,40","0,02","0,64","0,17"
BOW,BOWIM,2020/Q1,"0,63","1,53","0,17","0,85","1,43","0,18","0,66","0,20"
BOW,BOWIM,2020/Q2,"0,63","1,47","0,20","0,86","1,37","0,20","0,65","0,17"
BOW,BOWIM,2020/Q3,"0,64","1,49","0,15","0,81","1,45","0,16","0,65","0,19"
BOW,BOWIM,2020/Q4,"0,69","1,39","0,03","0,67","1,37","0,06","0,61","0,16"
BOW,BOWIM,2021/Q1,"0,88","1,56","0,03","0,76","1,44","0,04","0,70","0,20"
BOW,BOWIM,2021/Q2,"1,33","2,02","0,03","0,82","1,58","0,04","0,77","0,27"
BOW,BOWIM,2021/Q3,"1,50","2,26","0,01","0,75","1,63","0,02","0,73","0,30"
BOW,BOWIM,2021/Q4,"1,50","2,10","0,03","0,80","1,65","0,03","0,77","0,29"
BOW,BOWIM,2022/Q1,"1,80","2,32","0,04","0,83","1,62","0,04","0,78","0,30"
BOW,BOWIM,2022/Q2,"1,87","2,45","0,03","0,84","1,70","0,03","0,80","0,32"
BOW,BOWIM,2022/Q3,"1,96","2,26","0,06","0,86","1,62","0,07","0,79","0,30"
BOW,BOWIM,2022/Q4,"1,94","2,50","0,10","1,11","2,30","0,10","0,97","0,41"
BOW,BOWIM,2023/Q1,"1,94","2,31","0,11","1,04","1,80","0,11","0,91","0,34"
BOW,BOWIM,2023/Q2,"1,84","2,15","0,08","0,81","1,86","0,10","0,69","0,33"
BOW,BOWIM,2023/Q3,"1,83","2,10","0,25","1,09","1,94","0,25","0,82","0,34"
BOW,BOWIM,2023/Q4,"1,82","2,07","0,17","0,95","1,99","0,17","0,77","0,34"
BOW,BOWIM,2024/Q1,"1,83","2,05","0,16","0,88","1,89","0,16","0,70","0,33"
BOW,BOWIM,2024/Q2,"1,77","2,14","0,07","0,85","2,01","0,07","0,76","0,35"
BOW,BOWIM,2024/Q3,"1,74","1,94","0,07","0,85","1,86","0,08","0,76","0,31"
BOW,BOWIM,2024/Q4,"1,67","1,86","0,07","0,79","1,87","0,10","0,68","0,31"
BOW,BOWIM,2025/Q1,"1,59","1,78","0,07","0,78","1,69","0,09","0,67","0,27"
BRS,BORYSZEW,2004/Q4,"0,94","1,25","0,11","0,80","1,34","0,12","0,65","0,13"
BRS,BORYSZEW,2005/Q4,"0,37","0,65","0,04","0,58","0,95","0,07","0,50","-0,02"
BRS,BORYSZEW,2006/Q1,"0,38","0,69","0,03","0,67","0,98","0,09","0,57","-0,01"
BRS,BORYSZEW,2006/Q2,"0,41","0,70","0,03","0,70","1,02","0,09","0,60","0,01"
BRS,BORYSZEW,2006/Q3,"0,43","0,76","0,05","0,73","1,08","0,11","0,61","0,04"
BRS,BORYSZEW,2006/Q4,"0,40","0,89","0,05","0,79","1,24","0,11","0,67","0,11"
BRS,BORYSZEW,2007/Q1,"0,41","0,93","0,06","0,90","1,36","0,11","0,79","0,14"
BRS,BORYSZEW,2007/Q2,"0,44","0,85","0,05","0,79","1,21","0,08","0,70","0,10"
BRS,BORYSZEW,2007/Q3,"0,44","0,85","0,05","0,78","1,24","0,10","0,68","0,11"
BRS,BORYSZEW,2007/Q4,"0,44","0,81","0,07","0,69","1,19","0,11","0,58","0,08"
BRS,BORYSZEW,2008/Q1,"0,41","0,78","0,06","0,73","1,15","0,12","0,60","0,07"
BRS,BORYSZEW,2008/Q2,"0,40","0,73","0,07","0,71","1,09","0,10","0,60","0,04"
BRS,BORYSZEW,2008/Q3,"0,40","0,71","0,09","0,70","1,06","0,11","0,58","0,03"
BRS,BORYSZEW,2008/Q4,"0,35","0,57","0,06","0,63","0,93","0,07","0,42","-0,04"
BRS,BORYSZEW,2009/Q1,"0,33","0,53","0,08","0,61","0,90","0,10","0,41","-0,05"
BRS,BORYSZEW,2009/Q2,"0,38","0,56","0,05","0,62","0,92","0,11","0,41","-0,04"
BRS,BORYSZEW,2009/Q3,"0,40","0,51","0,06","0,60","0,90","0,08","0,43","-0,05"
BRS,BORYSZEW,2009/Q4,"0,40","0,61","0,06","0,69","1,08","0,08","0,50","0,03"
BRS,BORYSZEW,2010/Q1,"0,40","0,59","0,06","0,75","1,08","0,09","0,54","0,03"
BRS,BORYSZEW,2010/Q2,"0,46","0,65","0,07","0,81","1,17","0,09","0,62","0,07"
BRS,BORYSZEW,2010/Q3,"0,46","0,68","0,06","0,85","1,22","0,08","0,67","0,09"
BRS,BORYSZEW,2010/Q4,"0,49","0,71","0,08","0,79","1,20","0,09","0,60","0,09"
BRS,BORYSZEW,2011/Q1,"0,55","0,76","0,06","0,81","1,24","0,07","0,64","0,10"
BRS,BORYSZEW,2011/Q2,"0,58","0,78","0,07","0,83","1,26","0,07","0,65","0,11"
BRS,BORYSZEW,2011/Q3,"0,66","0,89","0,05","0,82","1,32","0,07","0,66","0,13"
BRS,BORYSZEW,2011/Q4,"0,52","0,77","0,07","0,68","1,17","0,08","0,56","0,08"
BRS,BORYSZEW,2012/Q1,"0,54","0,77","0,06","0,70","1,16","0,07","0,59","0,08"
BRS,BORYSZEW,2012/Q2,"0,55","0,80","0,07","0,73","1,19","0,08","0,61","0,09"
BRS,BORYSZEW,2012/Q3,"0,55","0,79","0,06","0,72","1,19","0,08","0,60","0,09"
BRS,BORYSZEW,2012/Q4,"0,51","0,72","0,06","0,63","1,14","0,07","0,53","0,07"
BRS,BORYSZEW,2013/Q1,"0,51","0,70","0,05","0,63","1,11","0,06","0,54","0,05"
BRS,BORYSZEW,2013/Q2,"0,50","0,69","0,05","0,64","1,11","0,05","0,54","0,06"
BRS,BORYSZEW,2013/Q3,"0,49","0,71","0,05","0,67","1,15","0,05","0,56","0,08"
BRS,BORYSZEW,2013/Q4,"0,43","0,65","0,06","0,60","1,09","0,08","0,47","0,04"
BRS,BORYSZEW,2014/Q1,"0,46","0,68","0,07","0,64","1,09","0,09","0,49","0,05"
BRS,BORYSZEW,2014/Q2,"0,46","0,71","0,04","0,66","1,11","0,07","0,53","0,06"
BRS,BORYSZEW,2014/Q3,"0,52","0,77","0,04","0,66","1,16","0,07","0,54","0,07"
BRS,BORYSZEW,2014/Q4,"0,53","0,79","0,05","0,59","1,16","0,09","0,46","0,07"
BRS,BORYSZEW,2015/Q1,"0,55","0,79","0,03","0,62","1,15","0,08","0,49","0,07"
BRS,BORYSZEW,2015/Q2,"0,53","0,77","0,03","0,66","1,13","0,10","0,52","0,06"
BRS,BORYSZEW,2015/Q3,"0,50","0,73","0,04","0,63","1,08","0,07","0,51","0,04"
BRS,BORYSZEW,2015/Q4,"0,50","0,70","0,06","0,53","1,03","0,10","0,40","0,01"
BRS,BORYSZEW,2016/Q1,"0,51","0,72","0,05","0,58","1,05","0,10","0,45","0,02"
BRS,BORYSZEW,2016/Q2,"0,49","0,71","0,07","0,59","1,04","0,11","0,44","0,02"
BRS,BORYSZEW,2016/Q3,"0,53","0,78","0,09","0,61","1,12","0,11","0,46","0,06"
BRS,BORYSZEW,2016/Q4,"0,50","0,75","0,09","0,56","1,07","0,15","0,38","0,03"
BRS,BORYSZEW,2017/Q1,"0,56","0,90","0,11","0,72","1,23","0,19","0,50","0,10"
BRS,BORYSZEW,2017/Q2,"0,56","0,87","0,10","0,69","1,21","0,17","0,49","0,09"
BRS,BORYSZEW,2017/Q3,"0,58","0,91","0,12","0,71","1,26","0,18","0,51","0,11"
BRS,BORYSZEW,2017/Q4,"0,55","0,87","0,13","0,62","1,19","0,17","0,42","0,08"
BRS,BORYSZEW,2018/Q1,"0,56","0,87","0,09","0,66","1,18","0,14","0,49","0,08"
BRS,BORYSZEW,2018/Q2,"0,56","0,85","0,09","0,62","1,14","0,10","0,50","0,06"
BRS,BORYSZEW,2018/Q3,"0,57","0,86","0,08","0,57","1,14","0,09","0,46","0,06"
BRS,BORYSZEW,2018/Q4,"0,58","0,93","0,08","0,64","1,26","0,21","0,39","0,10"
BRS,BORYSZEW,2019/Q1,"0,48","0,83","0,08","0,59","1,17","0,12","0,44","0,07"
BRS,BORYSZEW,2019/Q2,"0,56","1,01","0,11","0,62","1,21","0,13","0,45","0,09"
BRS,BORYSZEW,2019/Q3,"0,56","1,01","0,08","0,54","1,11","0,10","0,39","0,05"
BRS,BORYSZEW,2019/Q4,"0,55","1,02","0,11","0,53","1,11","0,12","0,36","0,05"
BRS,BORYSZEW,2020/Q1,"0,53","0,99","0,08","0,55","1,06","0,11","0,40","0,03"
BRS,BORYSZEW,2020/Q2,"0,54","0,82","0,06","0,44","0,88","0,08","0,32","-0,06"
BRS,BORYSZEW,2020/Q3,"0,60","0,94","0,05","0,69","0,99","0,08","0,27","-0,00"
BRS,BORYSZEW,2020/Q4,"0,85","1,19","0,10","0,67","1,21","0,24","0,40","0,09"
BRS,BORYSZEW,2021/Q1,"0,88","1,21","0,08","0,70","1,21","0,22","0,44","0,10"
BRS,BORYSZEW,2021/Q2,"0,91","1,22","0,07","0,71","1,20","0,19","0,48","0,10"
BRS,BORYSZEW,2021/Q3,"0,95","1,24","0,06","0,72","1,22","0,14","0,46","0,11"
BRS,BORYSZEW,2021/Q4,"0,94","1,23","0,10","0,72","1,23","0,19","0,50","0,11"
BRS,BORYSZEW,2022/Q1,"0,96","1,26","0,12","0,73","1,25","0,18","0,52","0,12"
BRS,BORYSZEW,2022/Q2,"0,87","1,15","0,10","0,62","1,16","0,15","0,46","0,08"
BRS,BORYSZEW,2022/Q3,"0,88","1,21","0,08","0,64","1,21","0,13","0,51","0,10"
BRS,BORYSZEW,2022/Q4,"0,87","1,19","0,10","0,62","1,23","0,17","0,45","0,10"
BRS,BORYSZEW,2023/Q1,"0,88","1,18","0,12","0,67","1,21","0,18","0,48","0,09"
BRS,BORYSZEW,2023/Q2,"0,84","1,17","0,11","0,63","1,21","0,14","0,48","0,09"
BRS,BORYSZEW,2023/Q3,"0,80","1,14","0,09","0,60","1,19","0,11","0,49","0,08"
BRS,BORYSZEW,2023/Q4,"0,83","1,17","0,15","0,64","1,26","0,18","0,45","0,10"
BRS,BORYSZEW,2024/Q1,"0,83","1,17","0,14","0,68","1,24","0,16","0,51","0,09"
BRS,BORYSZEW,2024/Q2,"0,80","1,18","0,14","0,69","1,25","0,16","0,52","0,10"
BRS,BORYSZEW,2024/Q3,"0,77","1,15","0,15","0,69","1,23","0,16","0,52","0,09"
BRS,BORYSZEW,2024/Q4,"0,82","1,12","0,15","0,67","1,19","0,15","0,48","0,08"
BRS,BORYSZEW,2025/Q1,"0,82","1,11","0,15","0,72","1,17","0,16","0,53","0,07"
BST,BEST,2004/Q4,"3,72","3,82","0,26","1,87","1,87","0,26","1,60","0,40"
BST,BEST,2005/Q4,"3,27","3,34","3,25","18,50","18,50","3,25","12,92","0,67"
BST,BEST,2006/Q1,"3,61","3,69","0,74","7,56","7,56","0,74","5,10","0,66"
BST,BEST,2006/Q2,"2,03","2,08","0,86","6,10","6,10","0,99","5,07","0,47"
BST,BEST,2006/Q3,"1,89","1,94","0,64","4,45","4,45","0,76","3,62","0,43"
BST,BEST,2006/Q4,"2,06","2,10","1,24","5,52","5,52","1,33","4,08","0,47"
BST,BEST,2007/Q1,"1,94","1,97","0,85","6,73","6,73","0,85","5,66","0,45"
BST,BEST,2007/Q2,"2,34","2,39","1,01","5,15","5,15","1,01","2,94","0,51"
BST,BEST,2007/Q3,"1,63","1,67","0,48","1,95","1,95","0,48","1,08","0,28"
BST,BEST,2007/Q4,"1,65","1,72","0,63","2,26","2,26","0,63","1,14","0,31"
BST,BEST,2008/Q1,"1,69","1,76","0,69","2,47","2,48","0,69","1,23","0,33"
BST,BEST,2008/Q2,"1,27","1,32","0,42","2,36","2,36","0,42","1,89","0,21"
BST,BEST,2008/Q3,"1,37","1,44","0,60","3,59","3,59","0,60","2,94","0,27"
BST,BEST,2008/Q4,"1,54","1,57","0,72","3,61","3,61","0,72","2,86","0,32"
BST,BEST,2009/Q1,"1,20","1,22","1,77","2,62","2,62","1,77","0,79","0,16"
BST,BEST,2009/Q2,"1,14","1,16","1,28","2,17","2,17","1,28","0,84","0,12"
BST,BEST,2009/Q3,"1,14","1,17","1,21","2,38","2,39","1,21","1,14","0,13"
BST,BEST,2009/Q4,"1,10","1,13","0,92","1,87","1,87","0,92","0,90","0,10"
BST,BEST,2010/Q1,"1,07","1,11","0,68","1,71","1,72","0,68","0,96","0,08"
BST,BEST,2010/Q2,"1,05","1,09","0,67","1,61","1,62","0,67","0,88","0,07"
BST,BEST,2010/Q3,"1,10","1,15","0,88","2,18","2,19","0,88","1,26","0,12"
BST,BEST,2010/Q4,"1,12","1,17","1,44","2,49","2,50","1,44","0,99","0,13"
BST,BEST,2011/Q1,"1,06","1,13","1,25","2,35","2,35","1,25","1,04","0,11"
BST,BEST,2011/Q2,"0,46","0,94","0,36","0,70","0,70","0,36","0,33","-0,05"
BST,BEST,2011/Q3,"0,53","0,99","0,49","0,96","0,97","0,49","0,46","-0,01"
BST,BEST,2011/Q4,"0,59","0,95","0,51","0,78","0,78","0,51","0,25","-0,04"
BST,BEST,2012/Q1,"0,62","0,97","0,70","0,88","0,88","0,70","0,16","-0,02"
BST,BEST,2012/Q2,"0,59","0,82","0,16","0,30","0,30","0,16","0,13","-0,17"
BST,BEST,2012/Q3,"0,60","0,83","0,14","0,41","0,41","0,14","0,26","-0,15"
BST,BEST,2012/Q4,"0,70","1,22","0,39","1,78","1,78","0,39","1,38","0,15"
BST,BEST,2013/Q1,"0,72","1,38","1,10","2,38","2,38","2,24","0,12","0,23"
BST,BEST,2013/Q2,"1,06","1,62","0,59","4,32","4,32","3,96","0,33","0,34"
BST,BEST,2013/Q3,"1,10","1,74","0,58","5,93","5,93","5,62","0,29","0,39"
BST,BEST,2013/Q4,"1,17","1,83","0,55","3,90","3,90","3,71","0,18","0,39"
BST,BEST,2014/Q1,"1,20","1,84","0,70","5,38","5,38","5,20","0,14","0,41"
BST,BEST,2014/Q2,"1,28","2,24","3,05","7,93","7,93","7,69","0,21","0,51"
BST,BEST,2014/Q3,"1,35","2,31","2,44","8,52","8,52","8,21","0,27","0,53"
BST,BEST,2014/Q4,"1,56","3,13","1,79","14,09","14,09","1,79","12,25","0,65"
BST,BEST,2015/Q1,"1,57","3,22","2,08","9,55","9,55","2,08","7,44","0,64"
BST,BEST,2015/Q2,"1,74","3,17","0,39","5,47","5,47","0,39","5,06","0,59"
BST,BEST,2015/Q3,"0,86","1,63","0,12","2,10","2,10","0,12","1,97","0,29"
BST,BEST,2015/Q4,"0,94","1,71","0,24","2,21","2,21","0,24","1,97","0,31"
BST,BEST,2016/Q1,"1,11","1,94","0,21","3,30","3,30","0,21","3,09","0,40"
BST,BEST,2016/Q2,"1,20","2,29","0,48","4,45","4,45","0,48","3,96","0,48"
BST,BEST,2016/Q3,"1,27","2,47","0,52","4,93","4,93","0,52","4,42","0,52"
BST,BEST,2016/Q4,"1,36","2,98","0,18","5,20","5,20","0,18","5,03","0,57"
BST,BEST,2017/Q1,"1,40","3,22","0,49","3,70","3,70","0,49","3,20","0,55"
BST,BEST,2017/Q2,"1,58","3,62","0,60","4,43","4,43","0,60","3,83","0,60"
BST,BEST,2017/Q3,"1,67","3,76","0,40","4,60","4,60","0,40","4,20","0,61"
BST,BEST,2017/Q4,"1,65","3,69","0,32","3,44","3,44","0,32","3,12","0,56"
BST,BEST,2018/Q1,"1,72","3,88","0,47","3,88","3,88","0,47","3,41","0,59"
BST,BEST,2018/Q2,"1,78","4,05","0,22","4,97","4,97","0,22","4,75","0,63"
BST,BEST,2018/Q3,"2,88","6,53","0,50","5,85","5,85","0,50","5,35","0,73"
BST,BEST,2018/Q4,"2,71","6,29","0,48","7,46","7,46","0,48","6,98","0,75"
BST,BEST,2019/Q1,"2,67","6,08","0,40","10,96","10,96","0,40","10,55","0,78"
BST,BEST,2019/Q2,"2,93","5,70","0,22","4,58","4,58","0,22","4,35","0,68"
BST,BEST,2019/Q3,"3,09","5,47","0,25","3,69","3,69","0,25","3,45","0,64"
BST,BEST,2019/Q4,"2,89","5,12","0,25","3,32","3,32","0,25","3,07","0,61"
BST,BEST,2020/Q1,"2,95","5,22","0,33","3,49","3,49","0,33","3,17","0,62"
BST,BEST,2020/Q2,"3,07","5,26","0,31","2,84","2,84","0,31","2,53","0,56"
BST,BEST,2020/Q3,"3,69","6,35","0,28","2,96","2,96","0,28","2,68","0,59"
BST,BEST,2020/Q4,"3,89","5,89","0,18","2,71","2,71","0,18","2,53","0,56"
BST,BEST,2021/Q1,"3,97","5,84","0,29","2,64","2,64","0,29","2,35","0,55"
BST,BEST,2021/Q2,"4,19","5,55","0,23","2,49","2,49","0,23","2,26","0,53"
BST,BEST,2021/Q3,"4,34","5,46","0,17","2,61","2,61","0,17","2,45","0,54"
BST,BEST,2021/Q4,"6,12","8,48","0,11","2,53","2,53","0,11","2,42","0,56"
BST,BEST,2022/Q1,"6,56","9,73","0,19","3,41","3,41","0,19","3,22","0,65"
BST,BEST,2022/Q2,"6,46","9,80","0,20","4,37","4,37","0,20","4,17","0,71"
BST,BEST,2022/Q3,"6,17","8,72","0,12","3,69","3,69","0,12","3,57","0,67"
BST,BEST,2022/Q4,"6,10","8,97","0,15","3,67","3,67","0,15","3,51","0,67"
BST,BEST,2023/Q1,"6,23","9,06","0,17","3,66","3,66","0,17","3,49","0,67"
BST,BEST,2023/Q2,"6,21","8,69","0,17","3,70","3,70","0,17","3,52","0,67"
BST,BEST,2023/Q3,"6,37","9,34","0,18","4,15","4,15","0,40","3,76","0,70"
BST,BEST,2023/Q4,"5,66","9,45","0,22","4,80","4,80","0,23","4,57","0,72"
BST,BEST,2024/Q1,"5,15","8,66","0,25","5,07","5,07","0,25","4,82","0,73"
BST,BEST,2024/Q2,"4,67","7,88","0,15","4,95","4,95","0,16","4,79","0,72"
BST,BEST,2024/Q3,"4,96","8,37","0,22","5,01","5,01","0,22","4,79","0,72"
BST,BEST,2024/Q4,"4,88","8,36","0,26","5,23","5,23","0,26","4,97","0,73"
BST,BEST,2025/Q1,"5,05","9,00","0,38","5,33","5,33","0,38","4,95","0,74"
CAP,CAPITEA,2013/Q4,"6,71","36,56","0,86","13,58","13,58","13,48","0,06","0,90"
CAP,CAPITEA,2014/Q4,"0,91","2,66","0,17","2,21","2,21","2,08","0,12","0,41"
CAP,CAPITEA,2015/Q4,"1,85","3,40","0,16","1,77","1,77","1,51","0,25","0,37"
CAP,CAPITEA,2016/Q4,"1,73","4,35","0,11","2,13","2,13","1,65","0,45","0,46"
CAP,CAPITEA,2017/Q1,"1,70","4,83","0,12","2,76","2,76","1,90","0,82","0,55"
CAP,CAPITEA,2017/Q2,"1,36","4,73","0,15","2,54","2,54","1,83","0,67","0,52"
CAP,CAPITEA,2017/Q3,"0,94","3,24","0,04","2,24","2,24","1,68","0,53","0,44"
CAP,CAPITEA,2017/Q4,"-2,20","0,11","0,06","0,89","0,89","0,83","0,05","-0,11"
CAP,CAPITEA,2018/Q1,"-4,28","-3,70","0,01","0,52","0,52","0,45","0,07","-0,77"
CAP,CAPITEA,2018/Q2,"-9,50","-7,70","0,02","0,51","0,51","0,47","0,03","-0,87"
CAP,CAPITEA,2018/Q3,"-34,15","-34,12","0,03","0,05","0,36","0,03","0,02","-1,68"
CAP,CAPITEA,2018/Q4,"-35,02","-35,00","0,03","0,35","0,35","0,33","0,01","-1,80"
CAP,CAPITEA,2019/Q1,"-26,04","-25,90","0,03","0,31","0,31","0,31","0,01","-2,03"
CAP,CAPITEA,2019/Q2,"-26,60","-26,47","0,07","0,26","0,26","0,25","0,01","-2,60"
CAP,CAPITEA,2019/Q3,"-27,90","-27,79","0,06","0,07","0,25","0,06","0,01","-2,70"
CAP,CAPITEA,2019/Q4,"-27,98","-27,87","0,06","0,07","0,24","0,06","0,01","-2,82"
CAP,CAPITEA,2020/Q1,"-29,37","-29,27","0,06","0,07","0,23","0,06","0,01","-3,07"
CAP,CAPITEA,2020/Q2,"-21,41","-21,34","0,05","0,05","0,21","0,05","0,01","-3,17"
CAP,CAPITEA,2020/Q3,"-26,90","-26,84","0,05","0,06","0,21","0,05","0,01","-3,24"
CAP,CAPITEA,2020/Q4,"-28,04","-27,98","0,04","0,05","0,20","0,04","0,01","-3,46"
CAP,CAPITEA,2021/Q1,"-50,37","-50,27","0,04","0,05","0,20","0,04","0,01","-3,78"
CAP,CAPITEA,2021/Q2,"-53,49","-53,45","0,04","0,05","0,19","0,05","0,01","-3,86"
CAP,CAPITEA,2021/Q3,"-250,37","-250,23","0,05","0,07","0,20","0,05","0,02","-3,94"
CAP,CAPITEA,2021/Q4,"-195,13","-195,06","0,05","0,06","0,19","0,05","0,02","-4,24"
CAP,CAPITEA,2022/Q1,"-191,21","-191,16","0,05","0,05","0,17","0,05","0,01","-4,84"
CAP,CAPITEA,2022/Q2,"-56,74","-56,73","0,04","0,05","0,16","0,04","0,01","-4,80"
CAP,CAPITEA,2022/Q3,"-40,80","-40,79","0,04","0,05","0,15","0,04","0,01","-4,95"
CAP,CAPITEA,2022/Q4,"1,17","1,21","0,24","0,36","1,02","0,25","0,11","0,02"
CAP,CAPITEA,2023/Q1,"1,19","1,23","0,23","0,33","1,03","0,23","0,10","0,02"
CAP,CAPITEA,2023/Q2,"1,51","11,16","0,94","1,38","3,73","1,00","0,33","0,68"
CAP,CAPITEA,2023/Q3,"1,81","9,12","0,60","3,14","3,14","2,75","0,37","0,63"
CAP,CAPITEA,2023/Q4,"1,92","7,12","0,96","3,62","3,67","3,58","0,09","0,65"
CAP,CAPITEA,2024/Q1,"1,65","4,94","0,50","2,78","2,78","2,70","0,07","0,55"
CAP,CAPITEA,2024/Q2,"2,71","7,35","0,87","3,54","3,58","3,57","0,01","0,65"
CAP,CAPITEA,2024/Q3,"2,70","5,79","0,54","2,74","2,77","2,74","0,03","0,56"
CAP,CAPITEA,2024/Q4,"3,33","7,06","0,65","2,89","2,93","2,90","0,03","0,60"
